chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr6	121183606	121184105	ZFP143_conserved_965	121183889	121196185	ENSMUSG00000067825.11	Pex26	+	protein_coding	ENSMUST00000120066.7	protein_coding	1	34	1	1	1
chr6	122308405	122309281	ZFP143_conserved_966	122308720	122317680	ENSMUSG00000007458.14	M6pr	+	protein_coding	ENSMUST00000007602.14	protein_coding	1	123	1	1	1
chr6	124828247	124830089	ZFP143_conserved_967	124815038	124829435	ENSMUSG00000038429.10	Usp5	-	protein_coding	ENSMUST00000122110.7	protein_coding	1	267	0	1	0
chr6	124828247	124830089	ZFP143_conserved_967	124829688	124833701	ENSMUSG00000023505.13	Cdca3	+	protein_coding	ENSMUST00000024270.13	protein_coding	1	520	1	1	1
chr6	126848811	126849334	ZFP143_conserved_968	126821721	126849125	ENSMUSG00000000399.10	Ndufa9	-	protein_coding	ENSMUST00000205002.2	protein_coding	1	53	0	1	0
chr6	133105121	133105864	ZFP143_conserved_969	133105492	133107429	ENSMUSG00000072704.6	Smim10l1	+	protein_coding	ENSMUST00000186945.2	protein_coding	2	0	1	0	0
chr6	134829807	134830623	ZFP143_conserved_970	134830154	134858931	ENSMUSG00000032652.13	Crebl2	+	protein_coding	ENSMUST00000046303.11	protein_coding	1	61	1	1	1
chr6	135011385	135011795	ZFP143_conserved_971	135011612	135023776	ENSMUSG00000030204.10	Ddx47	+	protein_coding	ENSMUST00000032326.10	protein_coding	1	22	1	1	1
chr6	142756418	142756943	ZFP143_conserved_972	142756686	142775714	ENSMUSG00000030282.14	Cmas	+	protein_coding	ENSMUST00000032419.8	protein_coding	1	6	1	1	1
chr6	143166721	143167461	ZFP143_conserved_973	143167221	143218497	ENSMUSG00000030275.6	Etnk1	+	protein_coding	ENSMUST00000204947.2	protein_coding	1	130	1	0	0
chr6	149188262	149189100	ZFP143_conserved_974	149157578	149188685	ENSMUSG00000068250.13	Amn1	-	protein_coding	ENSMUST00000095319.9	protein_coding	1	4	1	1	1
chr7	3617002	3617581	ZFP143_conserved_975	3609813	3616157	ENSMUSG00000054594.13	Oscar	-	protein_coding	ENSMUST00000108645.7	protein_coding	1	1134	0	0	0
chr7	3617002	3617581	ZFP143_conserved_975	3617373	3620327	ENSMUSG00000035674.13	Ndufa3	+	protein_coding	ENSMUST00000076657.10	protein_coding	1	82	1	1	1
chr7	3629453	3630113	ZFP143_conserved_976	3620324	3629884	ENSMUSG00000006335.16	Tfpt	-	protein_coding	ENSMUST00000155592.7	protein_coding	1	101	0	1	0
chr7	3629453	3630113	ZFP143_conserved_976	3629985	3642486	ENSMUSG00000008373.16	Prpf31	+	protein_coding	ENSMUST00000008517.12	protein_coding	1	202	1	1	1
chr7	4445353	4445879	ZFP143_conserved_977	4425667	4445649	ENSMUSG00000008435.15	Rdh13	-	protein_coding	ENSMUST00000008579.13	protein_coding	1	33	1	1	1
chr7	4501467	4502428	ZFP143_conserved_978	4481520	4501680	ENSMUSG00000019254.16	Ppp1r12c	-	protein_coding	ENSMUST00000013886.8	protein_coding	1	267	1	1	1
chr7	4658766	4659544	ZFP143_conserved_979	4631495	4659019	ENSMUSG00000052296.7	Ppp6r1	-	protein_coding	ENSMUST00000064099.7	protein_coding	1	136	0	0	0
chr7	4792616	4793229	ZFP143_conserved_980	4792874	4795066	ENSMUSG00000030432.12	Rpl28	+	protein_coding	ENSMUST00000032597.11	protein_coding	1	48	0	0	0
chr7	6171950	6172698	ZFP143_conserved_981	6172482	6193811	ENSMUSG00000044876.15	Zfp444	+	protein_coding	ENSMUST00000108567.8	protein_coding	1	158	0	0	0
chr7	7120839	7121762	ZFP143_conserved_982	7114690	7121488	ENSMUSG00000062116.10	Zfp954	-	protein_coding	ENSMUST00000056246.7	protein_coding	1	188	1	1	1
chr7	7171087	7171616	ZFP143_conserved_983	7171330	7183562	ENSMUSG00000034538.8	Zfp418	+	protein_coding	ENSMUST00000051435.7	protein_coding	1	21	1	1	1
chr7	10495253	10495676	ZFP143_conserved_984	10487229	10495394	ENSMUSG00000030393.8	Zik1	-	protein_coding	ENSMUST00000032551.7	protein_coding	1	70	1	1	1
chr7	12478060	12478767	ZFP143_conserved_985	12478305	12483901	ENSMUSG00000030386.19	Zfp606	+	protein_coding	ENSMUST00000123589.7	protein_coding	1	108	1	1	1
chr7	12834496	12835208	ZFP143_conserved_986	12834761	12850577	ENSMUSG00000058638.14	Zfp110	+	protein_coding	ENSMUST00000004614.14	protein_coding	1	91	0	0	0
chr7	12880744	12881413	ZFP143_conserved_987	12881177	12893422	ENSMUSG00000060397.6	Zfp128	+	protein_coding	ENSMUST00000144578.1	protein_coding	1	99	0	0	0
chr7	12897480	12897999	ZFP143_conserved_988	12897815	12908239	ENSMUSG00000054715.11	Zscan22	+	protein_coding	ENSMUST00000055528.10	protein_coding	1	76	0	1	0
chr7	12961667	12962173	ZFP143_conserved_989	12948592	12961768	ENSMUSG00000097115.2	1810019N24Rik	-	lincRNA	ENSMUST00000181128.1	lincRNA	1	152	0	1	0
chr7	12977661	12978392	ZFP143_conserved_990	12977848	12985714	ENSMUSG00000033961.16	Zfp446	+	protein_coding	ENSMUST00000045810.14	protein_coding	1	178	0	0	0
chr7	13034496	13035026	ZFP143_conserved_991	13032014	13034807	ENSMUSG00000033916.5	Chmp2a	-	protein_coding	ENSMUST00000005711.5	protein_coding	1	46	1	0	0
chr7	13054037	13055026	ZFP143_conserved_992	13043169	13054514	ENSMUSG00000030380.17	Mzf1	-	protein_coding	ENSMUST00000182087.1	protein_coding	1	17	1	1	1
chr7	13278295	13279020	ZFP143_conserved_993	13258967	13278144	ENSMUSG00000070814.15	Zswim9	-	protein_coding	ENSMUST00000119139.7	protein_coding	1	513	0	0	0
chr7	13278295	13279020	ZFP143_conserved_993	13278865	13311426	ENSMUSG00000056394.17	Lig1	+	protein_coding	ENSMUST00000156525.8	processed_transcript	1	208	1	1	1
chr7	16738001	16738700	ZFP143_conserved_994	16738410	16749294	ENSMUSG00000008036.11	Ap2s1	+	protein_coding	ENSMUST00000086112.7	protein_coding	1	60	1	1	1
chr7	19002785	19003505	ZFP143_conserved_995	18997261	19001206	ENSMUSG00000086533.2	Mypopos	-	antisense	ENSMUST00000206381.1	antisense	2	1939	1	1	1
chr7	19023993	19024615	ZFP143_conserved_997	19013284	19023538	ENSMUSG00000040891.6	Foxa3	-	protein_coding	ENSMUST00000036018.5	protein_coding	1	766	1	1	1
chr7	19023993	19024615	ZFP143_conserved_997	19024377	19054617	ENSMUSG00000023118.15	Sympk	+	protein_coding	ENSMUST00000023882.13	protein_coding	1	73	1	1	1
chr7	19119510	19120063	ZFP143_conserved_998	19099046	19118368	ENSMUSG00000085601.7	Gm4969	-	protein_coding	ENSMUST00000141380.2	protein_coding	5	1418	1	1	1
chr7	19119510	19120063	ZFP143_conserved_998	19119859	19140172	ENSMUSG00000050428.7	Fbxo46	+	protein_coding	ENSMUST00000053109.4	protein_coding	1	73	1	1	1
chr7	19271631	19272268	ZFP143_conserved_999	19256929	19271817	ENSMUSG00000030403.9	Vasp	-	protein_coding	ENSMUST00000032561.8	protein_coding	1	132	0	0	0
chr7	19300728	19301399	ZFP143_conserved_1000	19298260	19300770	ENSMUSG00000097266.1	Gm26802	-	lincRNA	ENSMUST00000181066.1	lincRNA	1	293	0	0	0
chr7	19360939	19361532	ZFP143_conserved_1001	19356014	19359481	ENSMUSG00000047649.9	Cd3eap	-	protein_coding	ENSMUST00000047036.9	protein_coding	1	1754	0	0	0
chr7	19360939	19361532	ZFP143_conserved_1001	19361216	19378533	ENSMUSG00000040734.14	Ppp1r13l	+	protein_coding	ENSMUST00000047621.13	protein_coding	1	19	1	1	1
chr7	19715306	19716423	ZFP143_conserved_1002	19701313	19715438	ENSMUSG00000002984.17	Tomm40	-	protein_coding	ENSMUST00000093552.11	protein_coding	1	426	0	0	0
chr7	19715306	19716423	ZFP143_conserved_1002	19715016	19721731	ENSMUSG00000092381.1	Gm20512	+	antisense	ENSMUST00000172483.1	antisense	1	848	1	1	1
chr7	24081667	24082340	ZFP143_conserved_1003	24081954	24107692	ENSMUSG00000057101.8	Zfp180	+	protein_coding	ENSMUST00000203854.2	protein_coding	1	49	0	0	0
chr7	24316428	24316971	ZFP143_conserved_1004	24301796	24316666	ENSMUSG00000074282.10	Zfp94	-	protein_coding	ENSMUST00000032673.14	protein_coding	1	33	0	0	0
chr7	24506963	24507909	ZFP143_conserved_1005	24507130	24515680	ENSMUSG00000064264.14	Zfp428	+	protein_coding	ENSMUST00000177205.1	protein_coding	1	306	1	0	0
chr7	24971917	24973011	ZFP143_conserved_1006	24969761	24972638	ENSMUSG00000003380.11	Rabac1	-	protein_coding	ENSMUST00000205871.1	protein_coding	1	174	1	1	1
chr7	25237481	25238771	ZFP143_conserved_1007	25228258	25237851	ENSMUSG00000057177.12	Gsk3a	-	protein_coding	ENSMUST00000071739.11	protein_coding	2	275	1	1	1
chr7	25267307	25268375	ZFP143_conserved_1008	25267704	25294159	ENSMUSG00000005442.13	Cic	+	protein_coding	ENSMUST00000169266.7	protein_coding	1	137	1	1	1
chr7	27195587	27196655	ZFP143_conserved_1009	27187007	27196245	ENSMUSG00000061479.15	Snrpa	-	protein_coding	ENSMUST00000122202.7	protein_coding	1	124	1	0	0
chr7	27195587	27196655	ZFP143_conserved_1009	27195781	27210186	ENSMUSG00000078786.9	BC024978	+	protein_coding	ENSMUST00000108379.7	protein_coding	1	340	1	1	1
chr7	27474433	27474998	ZFP143_conserved_1010	27473768	27477364	ENSMUSG00000055200.7	Sertad3	+	protein_coding	ENSMUST00000068641.7	protein_coding	1	947	1	1	1
chr7	27591220	27591876	ZFP143_conserved_1011	27591552	27640826	ENSMUSG00000004056.15	Akt2	+	protein_coding	ENSMUST00000108344.8	protein_coding	1	4	1	0	0
chr7	27674271	27675109	ZFP143_conserved_1012	27656375	27674594	ENSMUSG00000040390.13	Map3k10	-	protein_coding	ENSMUST00000036453.13	protein_coding	1	96	1	1	1
chr7	27689084	27689600	ZFP143_conserved_1013	27689340	27706484	ENSMUSG00000057093.14	Zfp607b	+	protein_coding	ENSMUST00000120004.7	protein_coding	1	2	1	1	1
chr7	27731162	27731806	ZFP143_conserved_1014	27731511	27750461	ENSMUSG00000037640.15	Zfp60	+	protein_coding	ENSMUST00000042641.13	protein_coding	1	27	1	1	1
chr7	27860143	27860775	ZFP143_conserved_1016	27860585	27880825	ENSMUSG00000020420.8	Zfp607a	+	protein_coding	ENSMUST00000205534.1	protein_coding	1	126	0	0	0
chr7	27978996	27979439	ZFP143_conserved_1017	27961361	27979147	ENSMUSG00000063047.9	Zfp780b	-	protein_coding	ENSMUST00000206685.1	protein_coding	1	70	1	1	1
chr7	28013751	28014449	ZFP143_conserved_1018	27984854	28014115	ENSMUSG00000096916.7	Zfp850	-	protein_coding	ENSMUST00000180502.7	protein_coding	3	15	1	0	0
chr7	28049842	28050420	ZFP143_conserved_1019	28041707	28050101	ENSMUSG00000030603.16	Psmc4	-	protein_coding	ENSMUST00000032824.9	protein_coding	1	30	1	1	1
chr7	28392594	28393243	ZFP143_conserved_1020	28386146	28392708	ENSMUSG00000003444.8	Med29	-	protein_coding	ENSMUST00000003536.8	protein_coding	1	210	0	0	0
chr7	28392594	28393243	ZFP143_conserved_1020	28392951	28399388	ENSMUSG00000003437.14	Paf1	+	protein_coding	ENSMUST00000003529.8	protein_coding	1	33	1	1	1
chr7	28766359	28767024	ZFP143_conserved_1021	28758251	28766640	ENSMUSG00000030595.15	Nfkbib	-	protein_coding	ENSMUST00000032815.10	protein_coding	1	51	1	1	1
chr7	28766359	28767024	ZFP143_conserved_1021	28766735	28788660	ENSMUSG00000015149.14	Sirt2	+	protein_coding	ENSMUST00000122915.7	protein_coding	1	44	0	0	0
chr7	29518385	29518949	ZFP143_conserved_1022	29494553	29518560	ENSMUSG00000030583.16	Sipa1l3	-	protein_coding	ENSMUST00000183081.1	processed_transcript	1	107	1	1	1
chr7	29768041	29768781	ZFP143_conserved_1023	29768552	29779821	ENSMUSG00000046185.10	Zfp84	+	protein_coding	ENSMUST00000032802.4	protein_coding	1	141	0	0	0
chr7	29815760	29816233	ZFP143_conserved_1024	29816114	29831005	ENSMUSG00000011427.16	Zfp790	+	protein_coding	ENSMUST00000178162.2	protein_coding	1	118	0	0	0
chr7	29953694	29954411	ZFP143_conserved_1025	29931711	29954087	ENSMUSG00000059975.15	Zfp74	-	protein_coding	ENSMUST00000108211.7	protein_coding	1	35	1	0	0
chr7	29953694	29954411	ZFP143_conserved_1025	29953738	29965770	ENSMUSG00000063623.4	C230062I16Rik	+	transcribed_unprocessed_pseudogene	ENSMUST00000207746.2	processed_transcript	1	314	1	1	1
chr7	29983493	29984232	ZFP143_conserved_1026	29983955	30025111	ENSMUSG00000074221.12	Zfp568	+	protein_coding	ENSMUST00000148442.7	protein_coding	1	93	0	0	0
chr7	30094584	30095339	ZFP143_conserved_1027	30094794	30107622	ENSMUSG00000049421.13	Zfp260	+	protein_coding	ENSMUST00000050735.11	protein_coding	1	167	0	0	0
chr7	30169464	30170336	ZFP143_conserved_1028	30161269	30169727	ENSMUSG00000037029.8	Zfp146	-	protein_coding	ENSMUST00000062181.8	protein_coding	1	173	0	1	0
chr7	30169464	30170336	ZFP143_conserved_1028	30169875	30182324	ENSMUSG00000066647.8	Gm5113	+	transcribed_unprocessed_pseudogene	ENSMUST00000209028.1	processed_transcript	1	25	1	1	1
chr7	30551737	30552817	ZFP143_conserved_1029	30539134	30552272	ENSMUSG00000036864.16	Proser3	-	protein_coding	ENSMUST00000108165.7	protein_coding	1	5	1	1	1
chr7	30551737	30552817	ZFP143_conserved_1029	30552178	30555440	ENSMUSG00000036854.14	Hspb6	+	protein_coding	ENSMUST00000126989.7	processed_transcript	1	99	0	1	0
chr7	30563088	30563640	ZFP143_conserved_1030	30561865	30563241	ENSMUSG00000036835.7	Psenen	-	protein_coding	ENSMUST00000043898.7	protein_coding	1	123	0	0	0
chr7	30563088	30563640	ZFP143_conserved_1030	30563321	30565365	ENSMUSG00000078765.11	U2af1l4	+	protein_coding	ENSMUST00000043273.15	protein_coding	1	43	1	1	1
chr7	30588553	30589383	ZFP143_conserved_1031	30568858	30588726	ENSMUSG00000006307.16	Kmt2b	-	protein_coding	ENSMUST00000108154.8	protein_coding	1	242	1	1	1
chr7	30729279	30729978	ZFP143_conserved_1032	30727705	30729540	ENSMUSG00000006315.9	Tmem147	-	protein_coding	ENSMUST00000006478.9	protein_coding	1	88	1	1	1
chr7	30729279	30729978	ZFP143_conserved_1032	30729579	30745929	ENSMUSG00000097320.8	Tmem147os	+	antisense	ENSMUST00000180820.7	antisense	1	49	0	0	0
chr7	34389508	34390015	ZFP143_conserved_1033	34344646	34389687	ENSMUSG00000066568.12	Lsm14a	-	protein_coding	ENSMUST00000085585.11	protein_coding	1	74	1	0	0
chr7	34389508	34390015	ZFP143_conserved_1033	34388665	34394779	ENSMUSG00000086184.1	Gm12764	+	antisense	ENSMUST00000145961.1	antisense	2	1096	1	0	0
chr7	41499220	41500099	ZFP143_conserved_1034	41478874	41499890	ENSMUSG00000074166.7	AW146154	-	protein_coding	ENSMUST00000098509.4	protein_coding	1	231	1	1	1
chr7	43671683	43672223	ZFP143_conserved_1035	43670841	43671314	ENSMUSG00000108783.1	Gm36546	-	lincRNA	ENSMUST00000206372.1	lincRNA	5	639	1	1	1
chr7	43671683	43672223	ZFP143_conserved_1035	43672016	43678298	ENSMUSG00000038888.8	Ctu1	+	protein_coding	ENSMUST00000038332.8	protein_coding	1	63	0	0	0
chr7	44748200	44748875	ZFP143_conserved_1036	44731491	44748617	ENSMUSG00000048012.19	Zfp473	-	protein_coding	ENSMUST00000060270.12	protein_coding	1	80	1	1	1
chr7	44748200	44748875	ZFP143_conserved_1036	44748413	44777515	ENSMUSG00000002205.16	Vrk3	+	protein_coding	ENSMUST00000002275.14	protein_coding	1	124	0	0	0
chr7	44869075	44870311	ZFP143_conserved_1037	44863068	44869788	ENSMUSG00000038502.17	Ptov1	-	protein_coding	ENSMUST00000046575.16	protein_coding	1	95	1	0	0
chr7	44997088	44997813	ZFP143_conserved_1038	44991222	44997579	ENSMUSG00000003190.12	Bcl2l12	-	protein_coding	ENSMUST00000003290.11	protein_coding	1	129	1	1	1
chr7	44997088	44997813	ZFP143_conserved_1038	44997648	45002848	ENSMUSG00000003184.15	Irf3	+	protein_coding	ENSMUST00000003284.15	protein_coding	1	198	1	1	1
chr7	45015883	45016640	ZFP143_conserved_1039	45002948	45016363	ENSMUSG00000038406.17	Scaf1	-	protein_coding	ENSMUST00000085383.10	protein_coding	1	102	1	1	1
chr7	45015883	45016640	ZFP143_conserved_1039	45017961	45021647	ENSMUSG00000038387.9	Rras	+	protein_coding	ENSMUST00000044111.9	protein_coding	1	1700	1	1	1
chr7	45061700	45062950	ZFP143_conserved_1040	45053584	45062677	ENSMUSG00000007837.11	Prrg2	-	protein_coding	ENSMUST00000210690.1	protein_coding	1	352	0	1	0
chr7	45061700	45062950	ZFP143_conserved_1040	45062429	45077416	ENSMUSG00000003421.13	Nosip	+	protein_coding	ENSMUST00000107829.8	protein_coding	1	104	1	1	1
chr7	45154029	45154838	ZFP143_conserved_1041	45140905	45154573	ENSMUSG00000007833.15	Aldh16a1	-	protein_coding	ENSMUST00000209963.1	protein_coding	1	140	1	1	1
chr7	45154029	45154838	ZFP143_conserved_1041	45154314	45160064	ENSMUSG00000003423.15	Pih1d1	+	protein_coding	ENSMUST00000085375.12	protein_coding	1	119	0	0	0
chr7	45395022	45396240	ZFP143_conserved_1042	45376453	45395742	ENSMUSG00000063511.11	Snrnp70	-	protein_coding	ENSMUST00000074575.10	protein_coding	1	111	1	0	0
chr7	45510166	45510852	ZFP143_conserved_1043	45490458	45510406	ENSMUSG00000030824.17	Nucb1	-	protein_coding	ENSMUST00000211765.1	protein_coding	1	103	1	1	1
chr7	59228357	59229177	ZFP143_conserved_1045	59228751	59306727	ENSMUSG00000025326.12	Ube3a	+	protein_coding	ENSMUST00000107537.4	protein_coding	1	16	1	0	0
chr7	66060273	66060854	ZFP143_conserved_1046	66060338	66074587	ENSMUSG00000030512.13	Snrpa1	+	protein_coding	ENSMUST00000153609.7	protein_coding	1	225	0	0	0
chr7	78782812	78783463	ZFP143_conserved_1047	78775236	78783089	ENSMUSG00000030612.6	Mrpl46	-	protein_coding	ENSMUST00000032841.6	protein_coding	1	48	0	0	0
chr7	78782812	78783463	ZFP143_conserved_1047	78783119	78792989	ENSMUSG00000030611.10	Mrps11	+	protein_coding	ENSMUST00000032840.4	protein_coding	1	18	1	0	0
chr7	80246019	80246639	ZFP143_conserved_1048	80247388	80260670	ENSMUSG00000045467.13	Ttll13	+	protein_coding	ENSMUST00000205270.1	protein_coding	1	1059	1	1	1
chr7	80860617	80861351	ZFP143_conserved_1049	80860953	80875888	ENSMUSG00000038797.13	Zscan2	+	protein_coding	ENSMUST00000147125.1	protein_coding	1	31	1	1	1
chr7	81788940	81789711	ZFP143_conserved_1050	81782182	81789478	ENSMUSG00000025102.14	3110040N11Rik	-	protein_coding	ENSMUST00000026092.8	protein_coding	1	153	1	1	1
chr7	81788940	81789711	ZFP143_conserved_1050	81789477	81794685	ENSMUSG00000109485.1	Gm45016	+	antisense	ENSMUST00000208375.1	antisense	3	152	0	0	0
chr7	89940970	89941488	ZFP143_conserved_1051	89917529	89941204	ENSMUSG00000062797.14	Hikeshi	-	protein_coding	ENSMUST00000153470.8	protein_coding	1	25	0	0	0
chr7	92560955	92561742	ZFP143_conserved_1052	92561149	92582294	ENSMUSG00000030613.13	Ccdc90b	+	protein_coding	ENSMUST00000032842.12	protein_coding	1	199	1	1	1
chr7	92741153	92741823	ZFP143_conserved_1053	92734166	92741459	ENSMUSG00000074024.5	4632427E13Rik	-	bidirectional_promoter_lncRNA	ENSMUST00000147198.2	bidirectional_promoter_lncRNA	1	29	1	1	1
chr7	92741153	92741823	ZFP143_conserved_1053	92741603	92844535	ENSMUSG00000030643.14	Rab30	+	protein_coding	ENSMUST00000032879.14	protein_coding	1	115	1	1	1
chr7	97331990	97332593	ZFP143_conserved_1054	97309380	97332020	ENSMUSG00000035713.15	Usp35	-	protein_coding	ENSMUST00000139582.8	protein_coding	5	271	1	1	1
chr7	97331990	97332593	ZFP143_conserved_1054	97332327	97350213	ENSMUSG00000044952.5	Kctd21	+	protein_coding	ENSMUST00000054107.5	protein_coding	1	36	1	1	1
chr7	97480615	97481219	ZFP143_conserved_1055	97480956	97541394	ENSMUSG00000025133.9	Ints4	+	protein_coding	ENSMUST00000026126.9	protein_coding	1	39	1	1	1
chr7	98656383	98657067	ZFP143_conserved_1056	98587137	98656779	ENSMUSG00000035401.9	Emsy	-	protein_coding	ENSMUST00000205276.1	protein_coding	1	54	1	1	1
chr7	98702702	98703456	ZFP143_conserved_1057	98682336	98702928	ENSMUSG00000086477.3	Gm15506	-	transcribed_unitary_pseudogene	ENSMUST00000148776.1	processed_transcript	1	151	1	0	0
chr7	98702702	98703456	ZFP143_conserved_1057	98703103	98718062	ENSMUSG00000030753.15	Thap12	+	protein_coding	ENSMUST00000033009.15	protein_coding	1	24	0	0	0
chr7	99483386	99483931	ZFP143_conserved_1058	99477896	99483738	ENSMUSG00000030744.13	Rps3	-	protein_coding	ENSMUST00000032998.12	protein_coding	1	80	0	1	0
chr7	99858627	99859256	ZFP143_conserved_1059	99837569	99858977	ENSMUSG00000035227.7	Spcs2	-	protein_coding	ENSMUST00000036274.7	protein_coding	1	36	1	1	1
chr7	99858627	99859256	ZFP143_conserved_1059	99859116	99917822	ENSMUSG00000035211.9	Xrra1	+	protein_coding	ENSMUST00000036155.9	protein_coding	1	175	1	0	0
chr7	100371720	100372483	ZFP143_conserved_1060	100326737	100372307	ENSMUSG00000030718.9	Ppme1	-	protein_coding	ENSMUST00000032963.9	protein_coding	1	206	1	1	1
chr7	100371720	100372483	ZFP143_conserved_1060	100372233	100470150	ENSMUSG00000047248.20	C2cd3	+	protein_coding	ENSMUST00000051777.14	protein_coding	5	132	1	0	0
chr7	100582681	100583291	ZFP143_conserved_1061	100545751	100583102	ENSMUSG00000030706.17	Mrpl48	-	protein_coding	ENSMUST00000150042.7	protein_coding	1	116	1	0	0
chr7	100706098	100706859	ZFP143_conserved_1062	100706635	100841381	ENSMUSG00000029461.17	Fam168a	+	protein_coding	ENSMUST00000107042.8	protein_coding	1	157	1	1	1
chr7	101896240	101896963	ZFP143_conserved_1064	101896417	101901849	ENSMUSG00000030649.18	Anapc15	+	protein_coding	ENSMUST00000144207.8	protein_coding	1	184	1	0	0
chr7	101933547	101934140	ZFP143_conserved_1065	101912990	101933857	ENSMUSG00000064307.13	Lrrc51	-	protein_coding	ENSMUST00000078448.10	protein_coding	1	14	1	1	1
chr7	101933547	101934140	ZFP143_conserved_1065	101934111	101999689	ENSMUSG00000066306.13	Numa1	+	protein_coding	ENSMUST00000209639.1	protein_coding	1	268	0	0	0
chr7	102064936	102065820	ZFP143_conserved_1066	102019152	102065469	ENSMUSG00000070426.12	Rnf121	-	protein_coding	ENSMUST00000089052.10	protein_coding	1	91	1	0	0
chr7	102064936	102065820	ZFP143_conserved_1066	102065511	102083762	ENSMUSG00000099481.6	Xndc1	+	protein_coding	ENSMUST00000106950.7	protein_coding	1	133	1	1	1
chr7	105810881	105811580	ZFP143_conserved_1067	105803206	105811099	ENSMUSG00000030879.10	Mrpl17	-	protein_coding	ENSMUST00000124482.2	protein_coding	1	131	1	1	1
chr7	110018032	110018697	ZFP143_conserved_1068	110018274	110056609	ENSMUSG00000066232.4	Ipo7	+	protein_coding	ENSMUST00000084731.4	protein_coding	1	90	1	1	1
chr7	110061095	110062239	ZFP143_conserved_1069	110061710	110095387	ENSMUSG00000061079.14	Zfp143	+	protein_coding	ENSMUST00000084727.10	protein_coding	1	43	1	0	0
chr7	111122059	111123211	ZFP143_conserved_1070	111117673	111122675	ENSMUSG00000110424.1	1700012D14Rik	-	processed_transcript	ENSMUST00000209959.1	lincRNA	1	40	1	0	0
chr7	116092999	116093648	ZFP143_conserved_1071	116093341	116105207	ENSMUSG00000030663.12	1110004F10Rik	+	protein_coding	ENSMUST00000106607.1	protein_coding	1	18	1	1	1
chr7	116333886	116334480	ZFP143_conserved_1072	116331505	116334195	ENSMUSG00000090862.3	Rps13	-	protein_coding	ENSMUST00000170953.2	protein_coding	1	12	1	0	0
chr7	116333886	116334480	ZFP143_conserved_1072	116334255	116335136	ENSMUSG00000108738.1	Gm44777	+	antisense	ENSMUST00000206930.1	antisense	3	72	1	1	1
chr7	118115795	118116442	ZFP143_conserved_1073	118104372	118116188	ENSMUSG00000008683.16	Rps15a	-	protein_coding	ENSMUST00000131374.7	protein_coding	1	70	1	0	0
chr7	118243017	118244321	ZFP143_conserved_1074	118200696	118243670	ENSMUSG00000030655.15	Smg1	-	protein_coding	ENSMUST00000179047.2	protein_coding	5	1	1	0	0
chr7	118243017	118244321	ZFP143_conserved_1074	118243865	118245551	ENSMUSG00000055159.7	4930583K01Rik	+	bidirectional_promoter_lncRNA	ENSMUST00000138180.1	bidirectional_promoter_lncRNA	1	196	1	0	0
chr7	118712240	118712672	ZFP143_conserved_1075	118712552	118737024	ENSMUSG00000033904.16	Ccp110	+	protein_coding	ENSMUST00000106557.7	protein_coding	1	96	1	1	1
chr7	120634934	120635487	ZFP143_conserved_1076	120635176	120659524	ENSMUSG00000030884.12	Uqcrc2	+	protein_coding	ENSMUST00000033176.6	protein_coding	1	34	1	0	0
chr7	120917554	120918122	ZFP143_conserved_1077	120917784	120947432	ENSMUSG00000030880.14	Polr3e	+	protein_coding	ENSMUST00000033173.14	protein_coding	1	54	1	0	0
chr7	122066630	122067650	ZFP143_conserved_1078	122038821	122067263	ENSMUSG00000030871.11	Ears2	-	protein_coding	ENSMUST00000033159.3	protein_coding	1	123	0	0	0
chr7	122066630	122067650	ZFP143_conserved_1078	122067175	122082194	ENSMUSG00000030870.12	Ubfd1	+	protein_coding	ENSMUST00000033158.5	protein_coding	1	35	1	0	0
chr7	122158986	122159619	ZFP143_conserved_1079	122139008	122159401	ENSMUSG00000086942.1	Gm15489	-	antisense	ENSMUST00000132811.1	antisense	1	99	0	1	0
chr7	122158986	122159619	ZFP143_conserved_1079	122159439	122169873	ENSMUSG00000030867.7	Plk1	+	protein_coding	ENSMUST00000033154.7	protein_coding	1	137	1	0	0
chr7	123377664	123378297	ZFP143_conserved_1080	123377982	123430358	ENSMUSG00000030763.7	Lcmt1	+	protein_coding	ENSMUST00000033025.6	protein_coding	1	2	1	1	1
chr7	126396554	126397242	ZFP143_conserved_1081	126382854	126396737	ENSMUSG00000030722.7	Nfatc2ip	-	protein_coding	ENSMUST00000075671.4	protein_coding	1	161	1	1	1
chr7	126486952	126487454	ZFP143_conserved_1082	126487361	126490727	ENSMUSG00000073838.10	Tufm	+	protein_coding	ENSMUST00000098048.5	protein_coding	1	158	1	1	1
chr7	126649063	126649763	ZFP143_conserved_1083	126649309	126672925	ENSMUSG00000030714.14	Sgf29	+	protein_coding	ENSMUST00000032956.9	protein_coding	1	104	1	1	1
chr7	126861692	126862403	ZFP143_conserved_1084	126851585	126861838	ENSMUSG00000030689.15	Ino80e	-	protein_coding	ENSMUST00000106343.2	protein_coding	1	209	0	0	0
chr7	126861692	126862403	ZFP143_conserved_1084	126861972	126865377	ENSMUSG00000042606.9	Hirip3	+	protein_coding	ENSMUST00000037248.9	protein_coding	1	75	1	1	1
