#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr18	36196497	36197585	chr18:36196497-36197585	.	.	36196497	36197585	0	1	1088	36196494	ZNF143 unrelated (N=4196)
chr11	97025870	97026502	chr11:97025870-97026502	.	.	97025870	97026502	0	1	632	97025861	ZNF143 unrelated (N=4196)
chr17	84113700	84114640	chr17:84113700-84114640	.	.	84113700	84114640	0	1	940	84113692	ZNF143 unrelated (N=4196)
chr9	121983285	121983901	chr9:121983285-121983901	.	.	121983285	121983901	0	1	616	121983284	ZNF143 unrelated (N=4196)
chr15	101973624	101974078	chr15:101973624-101974078	.	.	101973624	101974078	0	1	454	101973623	ZNF143 unrelated (N=4196)
chr9	62549908	62550256	chr9:62549908-62550256	.	.	62549908	62550256	0	1	348	62549902	ZNF143 unrelated (N=4196)
chr19	10388735	10389135	chr19:10388735-10389135	.	.	10388735	10389135	0	1	400	10388734	ZNF143 unrelated (N=4196)
chr8	119778811	119779813	chr8:119778811-119779813	.	.	119778811	119779813	0	1	1002	119778810	ZNF143 unrelated (N=4196)
chr5	114978654	114979662	chr5:114978654-114979662	.	.	114978654	114979662	0	1	1008	114978653	ZNF143 unrelated (N=4196)
chr9	119963115	119963635	chr9:119963115-119963635	.	.	119963115	119963635	0	1	520	119963114	ZNF143 unrelated (N=4196)
chr2	158360973	158361727	chr2:158360973-158361727	.	.	158360973	158361727	0	1	754	158360972	ZNF143 unrelated (N=4196)
chr1	183439075	183439453	chr1:183439075-183439453	.	.	183439075	183439453	0	1	378	183439074	ZNF143 unrelated (N=4196)
chr2	33973346	33973804	chr2:33973346-33973804	.	.	33973346	33973804	0	1	458	33973343	ZNF143 unrelated (N=4196)
chr6	112490662	112491235	chr6:112490662-112491235	.	.	112490662	112491235	0	1	573	112490661	ZNF143 unrelated (N=4196)
chr17	57248350	57248631	chr17:57248350-57248631	.	.	57248350	57248631	0	1	281	57248345	ZNF143 unrelated (N=4196)
chr9	108936369	108937192	chr9:108936369-108937192	.	.	108936369	108937192	0	1	823	108936368	ZNF143 unrelated (N=4196)
chr8	84186465	84187728	chr8:84186465-84187728	.	.	84186465	84187728	0	1	1263	84186457	ZNF143 unrelated (N=4196)
chr2	38997942	38998323	chr2:38997942-38998323	.	.	38997942	38998323	0	1	381	38997939	ZNF143 unrelated (N=4196)
chr12	99084192	99084596	chr12:99084192-99084596	.	.	99084192	99084596	0	1	404	99084183	ZNF143 unrelated (N=4196)
chr1	75317950	75318187	chr1:75317950-75318187	.	.	75317950	75318187	0	1	237	75317943	ZNF143 unrelated (N=4196)
chr6	99804225	99804620	chr6:99804225-99804620	.	.	99804225	99804620	0	1	395	99804216	ZNF143 unrelated (N=4196)
chr2	92486454	92486922	chr2:92486454-92486922	.	.	92486454	92486922	0	1	468	92486445	ZNF143 unrelated (N=4196)
chr5	33589510	33589873	chr5:33589510-33589873	.	.	33589510	33589873	0	1	363	33589507	ZNF143 unrelated (N=4196)
chr17	29371005	29371734	chr17:29371005-29371734	.	.	29371005	29371734	0	1	729	29371003	ZNF143 unrelated (N=4196)
chr7	24564665	24564992	chr7:24564665-24564992	.	.	24564665	24564992	0	1	327	24564663	ZNF143 unrelated (N=4196)
chr4	124801960	124803108	chr4:124801960-124803108	.	.	124801960	124803108	0	1	1148	124801959	ZNF143 unrelated (N=4196)
chr17	28927207	28927613	chr17:28927207-28927613	.	.	28927207	28927613	0	1	406	28927205	ZNF143 unrelated (N=4196)
chr17	81064692	81065336	chr17:81064692-81065336	.	.	81064692	81065336	0	1	644	81064684	ZNF143 unrelated (N=4196)
chr10	10557804	10558416	chr10:10557804-10558416	.	.	10557804	10558416	0	1	612	10557803	ZNF143 unrelated (N=4196)
chr2	168009881	168010314	chr2:168009881-168010314	.	.	168009881	168010314	0	1	433	168009880	ZNF143 unrelated (N=4196)
chr11	120658917	120659300	chr11:120658917-120659300	.	.	120658917	120659300	0	1	383	120658916	ZNF143 unrelated (N=4196)
chr2	145166986	145167460	chr2:145166986-145167460	.	.	145166986	145167460	0	1	474	145166985	ZNF143 unrelated (N=4196)
chr4	124714520	124715352	chr4:124714520-124715352	.	.	124714520	124715352	0	1	832	124714519	ZNF143 unrelated (N=4196)
chr15	84212062	84212607	chr15:84212062-84212607	.	.	84212062	84212607	0	1	545	84212054	ZNF143 unrelated (N=4196)
chr6	89679351	89679777	chr6:89679351-89679777	.	.	89679351	89679777	0	1	426	89679343	ZNF143 unrelated (N=4196)
chr16	4607862	4608218	chr16:4607862-4608218	.	.	4607862	4608218	0	1	356	4607858	ZNF143 unrelated (N=4196)
chr17	26916640	26917333	chr17:26916640-26917333	.	.	26916640	26917333	0	1	693	26916638	ZNF143 unrelated (N=4196)
chr19	5529341	5529839	chr19:5529341-5529839	.	.	5529341	5529839	0	1	498	5529336	ZNF143 unrelated (N=4196)
chr5	113174773	113175637	chr5:113174773-113175637	.	.	113174773	113175637	0	1	864	113174772	ZNF143 unrelated (N=4196)
chr14	70181014	70181454	chr14:70181014-70181454	.	.	70181014	70181454	0	1	440	70181007	ZNF143 unrelated (N=4196)
chr11	24049253	24049621	chr11:24049253-24049621	.	.	24049253	24049621	0	1	368	24049251	ZNF143 unrelated (N=4196)
chr5	118781522	118782109	chr5:118781522-118782109	.	.	118781522	118782109	0	1	587	118781521	ZNF143 unrelated (N=4196)
chr17	47768550	47769541	chr17:47768550-47769541	.	.	47768550	47769541	0	1	991	47768546	ZNF143 unrelated (N=4196)
chr2	166564479	166564890	chr2:166564479-166564890	.	.	166564479	166564890	0	1	411	166564478	ZNF143 unrelated (N=4196)
chr3	36571369	36572381	chr3:36571369-36572381	.	.	36571369	36572381	0	1	1012	36571366	ZNF143 unrelated (N=4196)
chr1	86380867	86381489	chr1:86380867-86381489	.	.	86380867	86381489	0	1	622	86380859	ZNF143 unrelated (N=4196)
chr17	26638673	26639352	chr17:26638673-26639352	.	.	26638673	26639352	0	1	679	26638671	ZNF143 unrelated (N=4196)
chr19	45573752	45574311	chr19:45573752-45574311	.	.	45573752	45574311	0	1	559	45573748	ZNF143 unrelated (N=4196)
chr4	133479734	133480501	chr4:133479734-133480501	.	.	133479734	133480501	0	1	767	133479733	ZNF143 unrelated (N=4196)
chr10	81550186	81550611	chr10:81550186-81550611	.	.	81550186	81550611	0	1	425	81550178	ZNF143 unrelated (N=4196)
chr18	9212483	9213998	chr18:9212483-9213998	.	.	9212483	9213998	0	1	1515	9212474	ZNF143 unrelated (N=4196)
chr11	88252167	88252594	chr11:88252167-88252594	.	.	88252167	88252594	0	1	427	88252159	ZNF143 unrelated (N=4196)
chr2	92058445	92058845	chr2:92058445-92058845	.	.	92058445	92058845	0	1	400	92058436	ZNF143 unrelated (N=4196)
chr15	78531917	78532774	chr15:78531917-78532774	.	.	78531917	78532774	0	1	857	78531910	ZNF143 unrelated (N=4196)
chr19	47882532	47882887	chr19:47882532-47882887	.	.	47882532	47882887	0	1	355	47882528	ZNF143 unrelated (N=4196)
chr17	24151953	24152612	chr17:24151953-24152612	.	.	24151953	24152612	0	1	659	24151951	ZNF143 unrelated (N=4196)
chr12	86974545	86975132	chr12:86974545-86975132	.	.	86974545	86975132	0	1	587	86974537	ZNF143 unrelated (N=4196)
chr6	29484927	29485660	chr6:29484927-29485660	.	.	29484927	29485660	0	1	733	29484925	ZNF143 unrelated (N=4196)
chr2	165112045	165112615	chr2:165112045-165112615	.	.	165112045	165112615	0	1	570	165112044	ZNF143 unrelated (N=4196)
chr5	77354512	77354877	chr5:77354512-77354877	.	.	77354512	77354877	0	1	365	77354505	ZNF143 unrelated (N=4196)
chr1	182990911	182991304	chr1:182990911-182991304	.	.	182990911	182991304	0	1	393	182990910	ZNF143 unrelated (N=4196)
chr10	81526634	81527145	chr10:81526634-81527145	.	.	81526634	81527145	0	1	511	81526626	ZNF143 unrelated (N=4196)
chr17	5397188	5397909	chr17:5397188-5397909	.	.	5397188	5397909	0	1	721	5397183	ZNF143 unrelated (N=4196)
chr13	64432247	64433025	chr13:64432247-64433025	.	.	64432247	64433025	0	1	778	64432241	ZNF143 unrelated (N=4196)
chr17	27125135	27125529	chr17:27125135-27125529	.	.	27125135	27125529	0	1	394	27125133	ZNF143 unrelated (N=4196)
chr17	23630196	23630791	chr17:23630196-23630791	.	.	23630196	23630791	0	1	595	23630194	ZNF143 unrelated (N=4196)
chr14	70519772	70520778	chr14:70519772-70520778	.	.	70519772	70520778	0	1	1006	70519765	ZNF143 unrelated (N=4196)
chr11	97400377	97400732	chr11:97400377-97400732	.	.	97400377	97400732	0	1	355	97400368	ZNF143 unrelated (N=4196)
chr3	14610971	14611825	chr3:14610971-14611825	.	.	14610971	14611825	0	1	854	14610970	ZNF143 unrelated (N=4196)
chr9	78039128	78039416	chr9:78039128-78039416	.	.	78039128	78039416	0	1	288	78039121	ZNF143 unrelated (N=4196)
chr13	53426361	53426852	chr13:53426361-53426852	.	.	53426361	53426852	0	1	491	53426356	ZNF143 unrelated (N=4196)
chr8	104219118	104219531	chr8:104219118-104219531	.	.	104219118	104219531	0	1	413	104219117	ZNF143 unrelated (N=4196)
chr17	57335722	57335996	chr17:57335722-57335996	.	.	57335722	57335996	0	1	274	57335717	ZNF143 unrelated (N=4196)
chr5	124000790	124001176	chr5:124000790-124001176	.	.	124000790	124001176	0	1	386	124000789	ZNF143 unrelated (N=4196)
chr17	26011771	26012472	chr17:26011771-26012472	.	.	26011771	26012472	0	1	701	26011769	ZNF143 unrelated (N=4196)
chr9	108452398	108453010	chr9:108452398-108453010	.	.	108452398	108453010	0	1	612	108452397	ZNF143 unrelated (N=4196)
chr1	184824532	184824941	chr1:184824532-184824941	.	.	184824532	184824941	0	1	409	184824531	ZNF143 unrelated (N=4196)
chr3	87960669	87961268	chr3:87960669-87961268	.	.	87960669	87961268	0	1	599	87960661	ZNF143 unrelated (N=4196)
chr11	116592187	116592771	chr11:116592187-116592771	.	.	116592187	116592771	0	1	584	116592186	ZNF143 unrelated (N=4196)
chr3	88526223	88526568	chr3:88526223-88526568	.	.	88526223	88526568	0	1	345	88526215	ZNF143 unrelated (N=4196)
chr4	141064973	141065492	chr4:141064973-141065492	.	.	141064973	141065492	0	1	519	141064972	ZNF143 unrelated (N=4196)
chr1	86500995	86501913	chr1:86500995-86501913	.	.	86500995	86501913	0	1	918	86500987	ZNF143 unrelated (N=4196)
chr11	117790185	117791376	chr11:117790185-117791376	.	.	117790185	117791376	0	1	1191	117790184	ZNF143 unrelated (N=4196)
chr19	4755611	4755866	chr19:4755611-4755866	.	.	4755611	4755866	0	1	255	4755607	ZNF143 unrelated (N=4196)
chr3	104992674	104993123	chr3:104992674-104993123	.	.	104992674	104993123	0	1	449	104992673	ZNF143 unrelated (N=4196)
chr10	4346766	4347116	chr10:4346766-4347116	.	.	4346766	4347116	0	1	350	4346762	ZNF143 unrelated (N=4196)
chr5	142447993	142448892	chr5:142447993-142448892	.	.	142447993	142448892	0	1	899	142447992	ZNF143 unrelated (N=4196)
chr10	78043364	78043705	chr10:78043364-78043705	.	.	78043364	78043705	0	1	341	78043357	ZNF143 unrelated (N=4196)
chr11	59778579	59778942	chr11:59778579-59778942	.	.	59778579	59778942	0	1	363	59778574	ZNF143 unrelated (N=4196)
chr17	32073363	32074114	chr17:32073363-32074114	.	.	32073363	32074114	0	1	751	32073360	ZNF143 unrelated (N=4196)
chr15	76661053	76661508	chr15:76661053-76661508	.	.	76661053	76661508	0	1	455	76661046	ZNF143 unrelated (N=4196)
chr11	109298019	109298414	chr11:109298019-109298414	.	.	109298019	109298414	0	1	395	109298018	ZNF143 unrelated (N=4196)
chr14	120137838	120138226	chr14:120137838-120138226	.	.	120137838	120138226	0	1	388	120137837	ZNF143 unrelated (N=4196)
chr8	25275031	25275519	chr8:25275031-25275519	.	.	25275031	25275519	0	1	488	25275029	ZNF143 unrelated (N=4196)
chr7	101412500	101413266	chr7:101412500-101413266	.	.	101412500	101413266	0	1	766	101412499	ZNF143 unrelated (N=4196)
chr14	34768982	34769850	chr14:34768982-34769850	.	.	34768982	34769850	0	1	868	34768979	ZNF143 unrelated (N=4196)
chr4	123957142	123957615	chr4:123957142-123957615	.	.	123957142	123957615	0	1	473	123957141	ZNF143 unrelated (N=4196)
chr9	122014249	122014696	chr9:122014249-122014696	.	.	122014249	122014696	0	1	447	122014248	ZNF143 unrelated (N=4196)
chr4	152491314	152491822	chr4:152491314-152491822	.	.	152491314	152491822	0	1	508	152491313	ZNF143 unrelated (N=4196)
chr17	35236346	35236749	chr17:35236346-35236749	.	.	35236346	35236749	0	1	403	35236343	ZNF143 unrelated (N=4196)
chr11	76406645	76406944	chr11:76406645-76406944	.	.	76406645	76406944	0	1	299	76406638	ZNF143 unrelated (N=4196)
chr3	127837096	127837864	chr3:127837096-127837864	.	.	127837096	127837864	0	1	768	127837095	ZNF143 unrelated (N=4196)
chr13	94868460	94869010	chr13:94868460-94869010	.	.	94868460	94869010	0	1	550	94868451	ZNF143 unrelated (N=4196)
chr4	148644123	148644608	chr4:148644123-148644608	.	.	148644123	148644608	0	1	485	148644122	ZNF143 unrelated (N=4196)
chr11	96982381	96982743	chr11:96982381-96982743	.	.	96982381	96982743	0	1	362	96982372	ZNF143 unrelated (N=4196)
chr5	149006747	149007039	chr5:149006747-149007039	.	.	149006747	149007039	0	1	292	149006746	ZNF143 unrelated (N=4196)
chr5	98329157	98329724	chr5:98329157-98329724	.	.	98329157	98329724	0	1	567	98329148	ZNF143 unrelated (N=4196)
chr18	36525511	36525879	chr18:36525511-36525879	.	.	36525511	36525879	0	1	368	36525508	ZNF143 unrelated (N=4196)
chr2	173080686	173081267	chr2:173080686-173081267	.	.	173080686	173081267	0	1	581	173080685	ZNF143 unrelated (N=4196)
chr19	44363483	44363919	chr19:44363483-44363919	.	.	44363483	44363919	0	1	436	44363479	ZNF143 unrelated (N=4196)
chr10	60834839	60835341	chr10:60834839-60835341	.	.	60834839	60835341	0	1	502	60834833	ZNF143 unrelated (N=4196)
chr19	5094252	5094604	chr19:5094252-5094604	.	.	5094252	5094604	0	1	352	5094247	ZNF143 unrelated (N=4196)
chr4	138318346	138318880	chr4:138318346-138318880	.	.	138318346	138318880	0	1	534	138318345	ZNF143 unrelated (N=4196)
chr2	154702904	154703283	chr2:154702904-154703283	.	.	154702904	154703283	0	1	379	154702903	ZNF143 unrelated (N=4196)
chr8	120288050	120288846	chr8:120288050-120288846	.	.	120288050	120288846	0	1	796	120288049	ZNF143 unrelated (N=4196)
chr11	50161459	50162109	chr11:50161459-50162109	.	.	50161459	50162109	0	1	650	50161454	ZNF143 unrelated (N=4196)
chr11	105362859	105363298	chr11:105362859-105363298	.	.	105362859	105363298	0	1	439	105362858	ZNF143 unrelated (N=4196)
chr5	134907148	134907521	chr5:134907148-134907521	.	.	134907148	134907521	0	1	373	134907147	ZNF143 unrelated (N=4196)
chr11	72926206	72926860	chr11:72926206-72926860	.	.	72926206	72926860	0	1	654	72926199	ZNF143 unrelated (N=4196)
chr17	33890453	33891176	chr17:33890453-33891176	.	.	33890453	33891176	0	1	723	33890450	ZNF143 unrelated (N=4196)
chr2	93477564	93477999	chr2:93477564-93477999	.	.	93477564	93477999	0	1	435	93477555	ZNF143 unrelated (N=4196)
chr11	117312809	117313598	chr11:117312809-117313598	.	.	117312809	117313598	0	1	789	117312808	ZNF143 unrelated (N=4196)
chr17	25567703	25568398	chr17:25567703-25568398	.	.	25567703	25568398	0	1	695	25567701	ZNF143 unrelated (N=4196)
chr10	86636936	86637393	chr10:86636936-86637393	.	.	86636936	86637393	0	1	457	86636928	ZNF143 unrelated (N=4196)
chr4	108779972	108780978	chr4:108779972-108780978	.	.	108779972	108780978	0	1	1006	108779971	ZNF143 unrelated (N=4196)
chr17	31187456	31187827	chr17:31187456-31187827	.	.	31187456	31187827	0	1	371	31187453	ZNF143 unrelated (N=4196)
chr10	58675556	58675939	chr10:58675556-58675939	.	.	58675556	58675939	0	1	383	58675551	ZNF143 unrelated (N=4196)
chr15	102470200	102470561	chr15:102470200-102470561	.	.	102470200	102470561	0	1	361	102470199	ZNF143 unrelated (N=4196)
chr18	42511101	42512215	chr18:42511101-42512215	.	.	42511101	42512215	0	1	1114	42511097	ZNF143 unrelated (N=4196)
chr10	128590205	128590672	chr10:128590205-128590672	.	.	128590205	128590672	0	1	467	128590204	ZNF143 unrelated (N=4196)
chr2	166563968	166564265	chr2:166563968-166564265	.	.	166563968	166564265	0	1	297	166563967	ZNF143 unrelated (N=4196)
chr8	70611908	70612221	chr8:70611908-70612221	.	.	70611908	70612221	0	1	313	70611901	ZNF143 unrelated (N=4196)
chr9	44685321	44685951	chr9:44685321-44685951	.	.	44685321	44685951	0	1	630	44685317	ZNF143 unrelated (N=4196)
chr7	16892051	16892400	chr7:16892051-16892400	.	.	16892051	16892400	0	1	349	16892050	ZNF143 unrelated (N=4196)
chr14	30612516	30612967	chr14:30612516-30612967	.	.	30612516	30612967	0	1	451	30612513	ZNF143 unrelated (N=4196)
chr17	35274804	35275195	chr17:35274804-35275195	.	.	35274804	35275195	0	1	391	35274801	ZNF143 unrelated (N=4196)
chr6	135444605	135444975	chr6:135444605-135444975	.	.	135444605	135444975	0	1	370	135444604	ZNF143 unrelated (N=4196)
chr5	124084743	124085240	chr5:124084743-124085240	.	.	124084743	124085240	0	1	497	124084742	ZNF143 unrelated (N=4196)
chr14	101653529	101654474	chr14:101653529-101654474	.	.	101653529	101654474	0	1	945	101653528	ZNF143 unrelated (N=4196)
chr10	79663997	79664349	chr10:79663997-79664349	.	.	79663997	79664349	0	1	352	79663990	ZNF143 unrelated (N=4196)
chr11	119991372	119991672	chr11:119991372-119991672	.	.	119991372	119991672	0	1	300	119991371	ZNF143 unrelated (N=4196)
chr17	28527731	28528370	chr17:28527731-28528370	.	.	28527731	28528370	0	1	639	28527729	ZNF143 unrelated (N=4196)
chr17	33920794	33921094	chr17:33920794-33921094	.	.	33920794	33921094	0	1	300	33920791	ZNF143 unrelated (N=4196)
chr11	117072101	117072481	chr11:117072101-117072481	.	.	117072101	117072481	0	1	380	117072100	ZNF143 unrelated (N=4196)
chr17	55976263	55976704	chr17:55976263-55976704	.	.	55976263	55976704	0	1	441	55976258	ZNF143 unrelated (N=4196)
chr5	129594186	129594710	chr5:129594186-129594710	.	.	129594186	129594710	0	1	524	129594185	ZNF143 unrelated (N=4196)
chr4	107652686	107653445	chr4:107652686-107653445	.	.	107652686	107653445	0	1	759	107652685	ZNF143 unrelated (N=4196)
chr4	139611591	139611998	chr4:139611591-139611998	.	.	139611591	139611998	0	1	407	139611590	ZNF143 unrelated (N=4196)
chr2	174932722	174933050	chr2:174932722-174933050	.	.	174932722	174933050	0	1	328	174932721	ZNF143 unrelated (N=4196)
chr17	56132585	56133435	chr17:56132585-56133435	.	.	56132585	56133435	0	1	850	56132580	ZNF143 unrelated (N=4196)
chr11	101814854	101815659	chr11:101814854-101815659	.	.	101814854	101815659	0	1	805	101814853	ZNF143 unrelated (N=4196)
chr8	4193289	4193705	chr8:4193289-4193705	.	.	4193289	4193705	0	1	416	4193285	ZNF143 unrelated (N=4196)
chr17	27702525	27702901	chr17:27702525-27702901	.	.	27702525	27702901	0	1	376	27702523	ZNF143 unrelated (N=4196)
chr15	76332478	76333047	chr15:76332478-76333047	.	.	76332478	76333047	0	1	569	76332471	ZNF143 unrelated (N=4196)
chr19	24224647	24225368	chr19:24224647-24225368	.	.	24224647	24225368	0	1	721	24224645	ZNF143 unrelated (N=4196)
chr6	122308435	122309465	chr6:122308435-122309465	.	.	122308435	122309465	0	1	1030	122308434	ZNF143 unrelated (N=4196)
chr2	121355256	121355633	chr2:121355256-121355633	.	.	121355256	121355633	0	1	377	121355255	ZNF143 unrelated (N=4196)
chr11	84918472	84918849	chr11:84918472-84918849	.	.	84918472	84918849	0	1	377	84918464	ZNF143 unrelated (N=4196)
chr1	165780513	165780892	chr1:165780513-165780892	.	.	165780513	165780892	0	1	379	165780512	ZNF143 unrelated (N=4196)
chr18	38212258	38213020	chr18:38212258-38213020	.	.	38212258	38213020	0	1	762	38212255	ZNF143 unrelated (N=4196)
chr4	136179982	136180399	chr4:136179982-136180399	.	.	136179982	136180399	0	1	417	136179981	ZNF143 unrelated (N=4196)
chr15	103165459	103165828	chr15:103165459-103165828	.	.	103165459	103165828	0	1	369	103165458	ZNF143 unrelated (N=4196)
chr17	36060777	36061297	chr17:36060777-36061297	.	.	36060777	36061297	0	1	520	36060774	ZNF143 unrelated (N=4196)
chr4	139643443	139644379	chr4:139643443-139644379	.	.	139643443	139644379	0	1	936	139643442	ZNF143 unrelated (N=4196)
chr17	73302108	73302469	chr17:73302108-73302469	.	.	73302108	73302469	0	1	361	73302101	ZNF143 unrelated (N=4196)
chr7	44860179	44861045	chr7:44860179-44861045	.	.	44860179	44861045	0	1	866	44860175	ZNF143 unrelated (N=4196)
chr11	118971488	118971935	chr11:118971488-118971935	.	.	118971488	118971935	0	1	447	118971487	ZNF143 unrelated (N=4196)
chr5	105654409	105655075	chr5:105654409-105655075	.	.	105654409	105655075	0	1	666	105654408	ZNF143 unrelated (N=4196)
chr16	4268037	4268554	chr16:4268037-4268554	.	.	4268037	4268554	0	1	517	4268033	ZNF143 unrelated (N=4196)
chr9	57629190	57629582	chr9:57629190-57629582	.	.	57629190	57629582	0	1	392	57629185	ZNF143 unrelated (N=4196)
chr1	74948845	74949191	chr1:74948845-74949191	.	.	74948845	74949191	0	1	346	74948838	ZNF143 unrelated (N=4196)
chr4	134123681	134124421	chr4:134123681-134124421	.	.	134123681	134124421	0	1	740	134123680	ZNF143 unrelated (N=4196)
chr4	154944243	154944702	chr4:154944243-154944702	.	.	154944243	154944702	0	1	459	154944242	ZNF143 unrelated (N=4196)
chr11	115881018	115881974	chr11:115881018-115881974	.	.	115881018	115881974	0	1	956	115881017	ZNF143 unrelated (N=4196)
chr8	22432791	22433633	chr8:22432791-22433633	.	.	22432791	22433633	0	1	842	22432789	ZNF143 unrelated (N=4196)
chr3	40893879	40894547	chr3:40893879-40894547	.	.	40893879	40894547	0	1	668	40893875	ZNF143 unrelated (N=4196)
chr10	78487511	78488034	chr10:78487511-78488034	.	.	78487511	78488034	0	1	523	78487504	ZNF143 unrelated (N=4196)
chr18	61637971	61638500	chr18:61637971-61638500	.	.	61637971	61638500	0	1	529	61637965	ZNF143 unrelated (N=4196)
chr17	12210690	12211108	chr17:12210690-12211108	.	.	12210690	12211108	0	1	418	12210689	ZNF143 unrelated (N=4196)
chr14	55873842	55874268	chr14:55873842-55874268	.	.	55873842	55874268	0	1	426	55873837	ZNF143 unrelated (N=4196)
chr7	46710380	46710816	chr7:46710380-46710816	.	.	46710380	46710816	0	1	436	46710376	ZNF143 unrelated (N=4196)
chr19	11044947	11045390	chr19:11044947-11045390	.	.	11044947	11045390	0	1	443	11044946	ZNF143 unrelated (N=4196)
chr5	125067059	125067445	chr5:125067059-125067445	.	.	125067059	125067445	0	1	386	125067058	ZNF143 unrelated (N=4196)
chr9	107738802	107739288	chr9:107738802-107739288	.	.	107738802	107739288	0	1	486	107738801	ZNF143 unrelated (N=4196)
chr9	43920061	43920543	chr9:43920061-43920543	.	.	43920061	43920543	0	1	482	43920057	ZNF143 unrelated (N=4196)
chr17	87948993	87949364	chr17:87948993-87949364	.	.	87948993	87949364	0	1	371	87948985	ZNF143 unrelated (N=4196)
chr15	72549278	72549783	chr15:72549278-72549783	.	.	72549278	72549783	0	1	505	72549271	ZNF143 unrelated (N=4196)
chr4	141559600	141560247	chr4:141559600-141560247	.	.	141559600	141560247	0	1	647	141559599	ZNF143 unrelated (N=4196)
chr14	50785223	50785731	chr14:50785223-50785731	.	.	50785223	50785731	0	1	508	50785218	ZNF143 unrelated (N=4196)
chr4	133297553	133298270	chr4:133297553-133298270	.	.	133297553	133298270	0	1	717	133297552	ZNF143 unrelated (N=4196)
chr2	27771876	27772255	chr2:27771876-27772255	.	.	27771876	27772255	0	1	379	27771874	ZNF143 unrelated (N=4196)
chr4	47437811	47438437	chr4:47437811-47438437	.	.	47437811	47438437	0	1	626	47437807	ZNF143 unrelated (N=4196)
chr11	97994356	97995157	chr11:97994356-97995157	.	.	97994356	97995157	0	1	801	97994347	ZNF143 unrelated (N=4196)
chr11	117389940	117390321	chr11:117389940-117390321	.	.	117389940	117390321	0	1	381	117389939	ZNF143 unrelated (N=4196)
chr11	32588434	32588864	chr11:32588434-32588864	.	.	32588434	32588864	0	1	430	32588431	ZNF143 unrelated (N=4196)
chr7	18892155	18892574	chr7:18892155-18892574	.	.	18892155	18892574	0	1	419	18892154	ZNF143 unrelated (N=4196)
chr4	98322307	98322656	chr4:98322307-98322656	.	.	98322307	98322656	0	1	349	98322298	ZNF143 unrelated (N=4196)
chr11	97029755	97030424	chr11:97029755-97030424	.	.	97029755	97030424	0	1	669	97029746	ZNF143 unrelated (N=4196)
chr4	32950482	32951152	chr4:32950482-32951152	.	.	32950482	32951152	0	1	670	32950479	ZNF143 unrelated (N=4196)
chr1	90973307	90973652	chr1:90973307-90973652	.	.	90973307	90973652	0	1	345	90973298	ZNF143 unrelated (N=4196)
chr2	26325715	26326118	chr2:26325715-26326118	.	.	26325715	26326118	0	1	403	26325713	ZNF143 unrelated (N=4196)
chr19	29063896	29064205	chr19:29063896-29064205	.	.	29063896	29064205	0	1	309	29063894	ZNF143 unrelated (N=4196)
chr11	94978931	94979316	chr11:94978931-94979316	.	.	94978931	94979316	0	1	385	94978922	ZNF143 unrelated (N=4196)
chr15	84073881	84074245	chr15:84073881-84074245	.	.	84073881	84074245	0	1	364	84073873	ZNF143 unrelated (N=4196)
chr18	82568861	82569223	chr18:82568861-82569223	.	.	82568861	82569223	0	1	362	82568853	ZNF143 unrelated (N=4196)
chr7	19750174	19750934	chr7:19750174-19750934	.	.	19750174	19750934	0	1	760	19750173	ZNF143 unrelated (N=4196)
chr16	18211675	18212139	chr16:18211675-18212139	.	.	18211675	18212139	0	1	464	18211674	ZNF143 unrelated (N=4196)
chr11	50587702	50588112	chr11:50587702-50588112	.	.	50587702	50588112	0	1	410	50587697	ZNF143 unrelated (N=4196)
chr19	5877898	5878396	chr19:5877898-5878396	.	.	5877898	5878396	0	1	498	5877893	ZNF143 unrelated (N=4196)
chr5	24598480	24599047	chr5:24598480-24599047	.	.	24598480	24599047	0	1	567	24598478	ZNF143 unrelated (N=4196)
chr9	21241344	21241758	chr9:21241344-21241758	.	.	21241344	21241758	0	1	414	21241342	ZNF143 unrelated (N=4196)
chr8	126497538	126498134	chr8:126497538-126498134	.	.	126497538	126498134	0	1	596	126497537	ZNF143 unrelated (N=4196)
chr5	137159493	137159860	chr5:137159493-137159860	.	.	137159493	137159860	0	1	367	137159492	ZNF143 unrelated (N=4196)
chr4	152153694	152154182	chr4:152153694-152154182	.	.	152153694	152154182	0	1	488	152153693	ZNF143 unrelated (N=4196)
chr6	49319119	49319804	chr6:49319119-49319804	.	.	49319119	49319804	0	1	685	49319115	ZNF143 unrelated (N=4196)
chr9	106306720	106307126	chr9:106306720-106307126	.	.	106306720	106307126	0	1	406	106306719	ZNF143 unrelated (N=4196)
chr11	79224465	79225103	chr11:79224465-79225103	.	.	79224465	79225103	0	1	638	79224458	ZNF143 unrelated (N=4196)
chr10	24622598	24622882	chr10:24622598-24622882	.	.	24622598	24622882	0	1	284	24622596	ZNF143 unrelated (N=4196)
chr14	54449015	54449607	chr14:54449015-54449607	.	.	54449015	54449607	0	1	592	54449010	ZNF143 unrelated (N=4196)
chr19	41071601	41071898	chr19:41071601-41071898	.	.	41071601	41071898	0	1	297	41071597	ZNF143 unrelated (N=4196)
chr9	22328081	22328439	chr9:22328081-22328439	.	.	22328081	22328439	0	1	358	22328079	ZNF143 unrelated (N=4196)
