NAME	NES_dTAG_DMSO	FDR_dTAG_DMSO	NES_RA+dTAG_RA+DMSO	FDR_RA+dTAG_RA+DMSO
GOBP_TOR_SIGNALING	-1.1168318	0.82845753	0.65990347	0.9868507
GOBP_GEPHYRIN_CLUSTERING_INVOLVED_IN_POSTSYNAPTIC_DENSITY_ASSEMBLY	-1.1162305	0.8294236	-0.6225377	1.0
GOBP_NUCLEOSIDE_TRANSPORT	-1.1162052	0.8287543	-1.3733592	0.6939469
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	-1.1159204	0.8288054	-1.282497	0.7552186
GOBP_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_ASSEMBLY	-1.1158314	0.8283226	-1.2452562	0.7936282
GOBP_SNRNA_3_END_PROCESSING	-1.1157212	0.8278848	-0.6900359	1.0
GOBP_CYTOKINESIS	-1.1155014	0.8277577	-1.1452563	0.8365726
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	-1.1153717	0.82739496	1.1298712	0.5630095
GOBP_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	-1.1151505	0.82727087	-0.592471	0.9996749
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	-1.1150585	0.8267854	0.78609973	0.94149864
GOBP_REGULATION_OF_LYSOSOME_SIZE	-1.1150268	0.8261354	-1.1271437	0.84806854
GOBP_REGULATION_OF_CENTROSOME_CYCLE	-1.1149932	0.8254911	0.6854207	0.98422074
GOBP_TOXIN_TRANSPORT	-1.1146799	0.8256426	-1.2916396	0.74307966
GOBP_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE	-1.1146698	0.8249342	-0.74753183	0.995358
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	-1.1134086	0.8277309	-2.2121348	0.00089518976
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	-1.1133697	0.82710487	-1.3731097	0.6929436
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	-1.1133131	0.8265282	0.95777506	0.7832658
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.1127194	0.8274698	-0.7495681	0.9950203
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	-1.1122262	0.8281205	0.6166378	0.9903477
GOBP_NORADRENERGIC_NEURON_DEVELOPMENT	-1.1120863	0.82778335	-1.5230671	0.55596846
GOBP_PORE_COMPLEX_ASSEMBLY	-1.1117514	0.82799375	-0.8152734	0.98392457
GOBP_PROTEIN_NEDDYLATION	-1.1114341	0.82816696	-1.1281477	0.8507552
GOBP_SYNAPTIC_ASSEMBLY_AT_NEUROMUSCULAR_JUNCTION	-1.111347	0.82768226	0.8077854	0.9262158
GOBP_GMP_BIOSYNTHETIC_PROCESS	-1.1112124	0.827324	-1.0750743	0.8829083
GOBP_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	-1.1106106	0.828313	-0.78921163	0.9853029
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS	-1.110238	0.8286235	-0.86181486	0.9737623
GOBP_MEIOTIC_SPINDLE_ASSEMBLY	-1.1101025	0.8282692	-0.85443485	0.97571063
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	-1.1093835	0.8295674	0.6173126	0.99057657
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	-1.1092256	0.8292837	1.6344961	0.1468674
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	-1.1090921	0.8289339	-1.0000445	0.9271526
GOBP_VITAMIN_METABOLIC_PROCESS	-1.1088518	0.8288892	-1.1122336	0.8490331
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	-1.1088068	0.8282867	-0.9218126	0.95726585
GOBP_THYMOCYTE_MIGRATION	-1.1086048	0.828132	-0.8196256	0.9813655
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY	-1.1085511	0.8275584	-0.73664623	0.99568397
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	-1.1082407	0.8277058	0.8567315	0.8840727
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	-1.1079687	0.8277483	-1.3767596	0.702919
GOBP_REGULATION_OF_DNA_METHYLATION	-1.1078985	0.82722783	-0.538562	1.0
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	-1.107578	0.82739335	0.76139796	0.9556025
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	-1.1072726	0.8275283	0.792701	0.93761307
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	-1.1069496	0.8277048	0.45236585	1.0
GOBP_GLANDULAR_EPITHELIAL_CELL_MATURATION	-1.1069044	0.8271173	0.95914555	0.78128755
GOBP_RENAL_ALBUMIN_ABSORPTION	-1.1063461	0.827973	1.09083	0.610385
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	-1.106236	0.8275638	1.6444607	0.14291893
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	-1.1057714	0.82814366	1.0857352	0.61645395
GOBP_NOTOCHORD_DEVELOPMENT	-1.1054184	0.8284088	0.941066	0.8013993
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	-1.1047323	0.8295884	-1.254239	0.7731399
GOBP_NUCLEAR_TRANSPORT	-1.1045702	0.82932156	-0.8114916	0.9864402
GOBP_REGULATION_OF_DNA_STRAND_ELONGATION	-1.1045511	0.8286582	-1.0502449	0.89175427
GOBP_HIPPOCAMPUS_DEVELOPMENT	-1.1045259	0.82800925	1.1758362	0.5169862
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	-1.1043577	0.8277687	0.9430231	0.79923797
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	-1.103297	0.83001024	-1.368188	0.6903292
GOBP_DETECTION_OF_VIRUS	-1.1032419	0.8294493	-1.1622673	0.8362959
GOBP_ALDITOL_METABOLIC_PROCESS	-1.1026776	0.8303007	-1.0351384	0.90489537
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	-1.1020545	0.8313288	0.97501785	0.7648194
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	-1.1013707	0.8325502	-0.94989026	0.94412863
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	-1.1011541	0.8324409	0.5110129	1.0
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	-1.1006233	0.83321685	-1.1013064	0.8627271
GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS	-1.1002694	0.8334866	1.4336008	0.28548384
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	-1.1002432	0.83284754	0.78873616	0.9397327
GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	-1.0999905	0.83284736	-0.8643481	0.9740607
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	-1.099852	0.8325279	0.98162746	0.75450003
GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	-1.099526	0.83273757	-1.1367131	0.8415689
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	-1.0986676	0.8344136	1.0180084	0.70321894
GOBP_ERAD_PATHWAY	-1.0982454	0.8348681	-0.7575471	0.9962209
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	-1.0981771	0.83434933	-0.88093406	0.96655804
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION	-1.0975853	0.8353035	-1.3808752	0.6950085
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	-1.0965173	0.83754015	0.9499544	0.7910053
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	-1.0959224	0.8384956	0.6380195	0.9901703
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	-1.0952418	0.83971	1.3502642	0.35031727
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	-1.0948042	0.84023535	1.053315	0.6560668
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	-1.0941772	0.84128815	-0.7812064	0.988921
GOBP_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	-1.0941278	0.84071374	0.7817824	0.94354355
GOBP_POSITIVE_REGULATION_OF_CYTOCHROME_C_OXIDASE_ACTIVITY	-1.0940585	0.8401932	0.7772819	0.9465613
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	-1.0939829	0.83970124	-1.5728027	0.49742398
GOBP_IRON_COORDINATION_ENTITY_TRANSPORT	-1.093899	0.83922976	-0.6157447	0.9987728
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	-1.0936525	0.8391928	-0.84098613	0.9807725
GOBP_MEIOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC	-1.0932477	0.83961457	-1.2377344	0.7995182
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	-1.0932274	0.8389632	1.0620456	0.6461484
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	-1.0929929	0.83890057	0.9697983	0.77059156
GOBP_CELLULAR_RESPONSE_TO_DSRNA	-1.092829	0.8386528	0.7231216	0.97197586
GOBP_REGULATION_OF_CAMKK_AMPK_SIGNALING_CASCADE	-1.0922714	0.8394928	-1.4849671	0.60666996
GOBP_MRNA_3_END_PROCESSING	-1.0920784	0.8393101	0.56402904	0.99710023
GOBP_LIGHT_ADAPTION	-1.0918659	0.8391996	-1.127382	0.84829456
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	-1.0918586	0.838519	0.7507394	0.95930535
GOBP_REGULATION_OF_PROTEIN_BINDING	-1.0911499	0.8397838	-1.2053257	0.8065333
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	-1.0910205	0.83944094	-0.6880676	1.0
GOBP_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	-1.0908183	0.8392948	-0.98310125	0.9395985
GOBP_TYPE_I_INTERFERON_PRODUCTION	-1.090432	0.83966845	-1.0803063	0.873022
GOBP_RECEPTOR_INTERNALIZATION	-1.0896742	0.8410488	1.054735	0.65539753
GOBP_POLYADENYLATION_DEPENDENT_RNA_CATABOLIC_PROCESS	-1.0895234	0.84075624	-0.53352827	1.0
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	-1.0894413	0.8402808	-1.0212258	0.90954185
GOBP_CELL_CYCLE_PHASE_TRANSITION	-1.0888708	0.84118384	-0.96870655	0.9449233
GOBP_ORGANELLE_DISASSEMBLY	-1.0886989	0.8409631	0.71034396	0.9763499
GOBP_RESPONSE_TO_INTERLEUKIN_18	-1.0886886	0.84029406	0.76421523	0.95464367
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	-1.0885953	0.83986545	-0.8206459	0.98269814
GOBP_RESPONSE_TO_INTERFERON_ALPHA	-1.088398	0.8397145	-1.26636	0.7707679
GOBP_TRNA_CATABOLIC_PROCESS	-1.0883732	0.83908623	0.80382144	0.92871034
GOBP_SISTER_CHROMATID_COHESION	-1.0882958	0.83860356	-0.9819868	0.9398992
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	-1.086981	0.8415708	1.643512	0.14267765
GOBP_NUCLEAR_MEMBRANE_DISASSEMBLY	-1.0865631	0.8420038	-0.91932863	0.9579033
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	-1.0864264	0.8416815	0.74350864	0.96178085
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	-1.0860538	0.8420186	-0.64633185	1.0
GOBP_NEGATIVE_REGULATION_OF_MIRNA_PROCESSING	-1.0856819	0.842352	-0.8320815	0.9822489
GOBP_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	-1.085087	0.843291	-0.7027916	0.99629205
GOBP_PROTEIN_METHYLATION	-1.0847011	0.84367716	-1.1390294	0.8382785
GOBP_INTRACILIARY_TRANSPORT	-1.0846578	0.84310377	0.94674146	0.7946674
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	-1.0839819	0.84430665	0.69113785	0.9819374
GOBP_MITOTIC_SPINDLE_ELONGATION	-1.0839075	0.8438241	-1.4181396	0.67605704
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-1.0837948	0.8434428	0.75112706	0.96006286
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	-1.0836885	0.84305274	1.6215028	0.15371726
GOBP_PROTEIN_DEPOLYMERIZATION	-1.0834924	0.84290415	-1.0687832	0.8840409
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	-1.0831733	0.84309655	0.93323326	0.8080434
GOBP_DEFINITIVE_ERYTHROCYTE_DIFFERENTIATION	-1.0829486	0.84302807	-1.0224155	0.90833545
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	-1.0824676	0.84368247	-1.2287283	0.79653853
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	-1.0823928	0.8432026	-1.338843	0.7056672
GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	-1.082079	0.84338534	0.48301992	1.0
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	-1.0816916	0.8437831	-0.87579983	0.96695083
GOBP_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	-1.0813929	0.8439221	-1.2723503	0.7651437
GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION	-1.0801312	0.8467401	1.1769698	0.51487947
GOBP_DETOXIFICATION_OF_COPPER_ION	-1.079864	0.8467935	1.1203519	0.5729923
GOBP_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	-1.0796345	0.8467336	-1.0360395	0.9037947
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	-1.0796036	0.8461312	0.7063144	0.977198
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	-1.0789828	0.8471415	-1.7023569	0.279333
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	-1.0789026	0.8466755	-0.82399917	0.98561674
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	-1.0788312	0.84619135	0.84137416	0.8992379
GOBP_VACUOLAR_TRANSPORT	-1.078593	0.84615916	0.84173757	0.8987862
GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	-1.078481	0.84579086	1.2007325	0.4894244
GOBP_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY	-1.0782559	0.8457202	-0.9012115	0.96782273
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	-1.0780951	0.84548724	-1.0380735	0.90248966
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	-1.0779046	0.8453291	0.9085057	0.8355422
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	-1.0778507	0.8447955	-0.6260439	1.0
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE	-1.0777801	0.8443188	-1.4744803	0.6180899
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	-1.0776212	0.84408826	0.80945545	0.92562604
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-1.0772008	0.844561	-0.91076446	0.96300423
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	-1.0767409	0.84514874	-1.0175456	0.9119418
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	-1.0761315	0.8461414	0.83298504	0.9053869
GOBP_COPI_COATED_VESICLE_BUDDING	-1.076054	0.8456745	0.5021345	1.0
GOBP_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR	-1.0755433	0.8464047	-0.5648126	1.0
GOBP_REGULATION_OF_CLATHRIN_COAT_ASSEMBLY	-1.075422	0.84606445	0.9923342	0.7414453
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	-1.0746074	0.84764177	0.7741416	0.94820637
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	-1.0745486	0.84712636	-1.3521025	0.7042119
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	-1.0745006	0.8465764	0.7821829	0.94380367
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	-1.0743986	0.84618604	0.674041	0.98625946
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	-1.074388	0.84554166	0.6315846	0.9912637
GOBP_RESPONSE_TO_WORTMANNIN	-1.0740836	0.8457107	0.8897818	0.85381436
GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING	-1.0739955	0.8452758	-0.72880304	0.99700797
GOBP_RESPONSE_TO_FORSKOLIN	-1.0736954	0.8454115	1.0865169	0.61615455
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	-1.0730613	0.8464811	-1.3274486	0.71239203
GOBP_REGULATION_OF_INTESTINAL_LIPID_ABSORPTION	-1.0726851	0.84685266	-1.316122	0.72177625
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	-1.0726423	0.8462954	-1.753619	0.23614232
GOBP_NEGATIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	-1.0725082	0.84599197	1.1191323	0.57393265
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	-1.0717655	0.84736663	-1.5661641	0.501178
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	-1.0714487	0.84758955	1.2969885	0.3991594
GOBP_RETINOL_METABOLIC_PROCESS	-1.0714018	0.8470453	1.1193984	0.57389313
GOBP_AXIAL_MESODERM_DEVELOPMENT	-1.0704044	0.8491223	-1.1648085	0.8366535
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	-1.0702543	0.8488571	-0.83461934	0.97955465
GOBP_AMYLIN_RECEPTOR_SIGNALING_PATHWAY	-1.0701053	0.84859425	-1.3391283	0.70802045
GOBP_CAVEOLA_ASSEMBLY	-1.0695125	0.84954023	1.3243309	0.37535864
GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN	-1.0691345	0.84990495	-1.9218223	0.060248274
GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	-1.0689732	0.84966844	1.2918513	0.40422097
GOBP_RUFFLE_ORGANIZATION	-1.0689667	0.8490167	0.7261845	0.97139263
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	-1.068371	0.8499765	0.7468029	0.9605578
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	-1.0675535	0.8515625	0.8942101	0.8496908
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	-1.0668653	0.85279894	1.1422117	0.55043834
GOBP_CLATHRIN_COAT_ASSEMBLY	-1.0667837	0.85236114	0.57738197	0.99520665
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	-1.0663474	0.8529258	0.5957996	0.9940599
GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX	-1.0658132	0.853726	-1.1170934	0.84334224
GOBP_RESPONSE_TO_POTASSIUM_ION	-1.065291	0.8544907	-1.1204388	0.8442083
GOBP_OVIDUCT_DEVELOPMENT	-1.0651451	0.85422736	0.9438805	0.7987334
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	-1.0648855	0.85428005	-0.8951489	0.9694662
GOBP_ENDOSOMAL_VESICLE_FUSION	-1.0645423	0.8545559	1.0481595	0.66236347
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	-1.0633827	0.85708076	-1.6288286	0.38647515
GOBP_CELL_MIGRATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-1.0630774	0.85725576	1.1328388	0.560529
GOBP_PIGMENT_GRANULE_ORGANIZATION	-1.0626541	0.85776323	-1.0503163	0.8923511
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	-1.0625157	0.8574819	1.1596966	0.5327321
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	-1.061776	0.85886055	0.6322099	0.9910878
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	-1.0617138	0.8583613	0.9614482	0.77838844
GOBP_TYROSINE_METABOLIC_PROCESS	-1.061683	0.85777724	0.44723824	1.0
GOBP_CELLULAR_SENESCENCE	-1.061177	0.8585022	0.7089832	0.97685885
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	-1.0608265	0.85879916	0.6804209	0.9851701
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	-1.0607533	0.8583406	0.42160818	1.0
GOBP_NEGATIVE_REGULATION_OF_GLOMERULAR_FILTRATION	-1.0607405	0.8577104	-1.1084646	0.8533382
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	-1.0607337	0.8570673	0.6708488	0.98674184
GOBP_COP9_SIGNALOSOME_ASSEMBLY	-1.0607047	0.85648626	1.6517031	0.1408911
GOBP_HISTONE_MRNA_CATABOLIC_PROCESS	-1.0604594	0.85649925	-0.43499815	0.999393
GOBP_NUCLEAR_MRNA_SURVEILLANCE	-1.0601554	0.8566594	0.66988444	0.98667914
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	-1.0592341	0.8585223	0.9630096	0.7770256
GOBP_B_CELL_SELECTION	-1.0591813	0.85800064	0.9140066	0.82907724
GOBP_CELLULAR_RESPONSE_TO_STRESS	-1.0583847	0.85953146	0.76717687	0.9540653
GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	-1.0583409	0.858994	-1.0076506	0.9236357
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	-1.0583394	0.85833865	1.1254716	0.5693181
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION	-1.0582846	0.8578332	0.95937717	0.78137946
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR	-1.058273	0.85720986	-1.6813031	0.29768932
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	-1.058169	0.8568358	-0.6799312	1.0
GOBP_AGGRESOME_ASSEMBLY	-1.0569528	0.85949564	0.62973815	0.9905641
GOBP_SULFATION	-1.0561173	0.86113936	-1.0577562	0.88972485
GOBP_CENTROSOME_SEPARATION	-1.0554687	0.8622533	-1.3486022	0.70283777
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	-1.0551199	0.8625659	0.9680056	0.77253807
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	-1.0548946	0.86252505	-1.5677254	0.50232524
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	-1.0544862	0.86298084	-0.807186	0.98508114
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	-1.0540564	0.8635006	-1.1216867	0.84884685
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	-1.053946	0.8631373	-1.0830219	0.8725439
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	-1.0537332	0.86305994	0.8784094	0.8652329
GOBP_SELECTIVE_AUTOPHAGY	-1.0536484	0.86263806	0.9197602	0.8244458
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	-1.0536122	0.86207575	0.84854007	0.8922394
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	-1.0529506	0.8632456	-0.802872	0.98678946
GOBP_PENTOSE_PHOSPHATE_SHUNT_OXIDATIVE_BRANCH	-1.0526385	0.8634382	-1.529397	0.5369063
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	-1.0526278	0.86281276	-0.817621	0.98287433
GOBP_REGULATION_OF_CHROMATIN_BINDING	-1.0518523	0.8642791	-1.0922294	0.8681245
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	-1.0518134	0.8637281	0.7138862	0.97488934
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	-1.051257	0.86460084	0.6028956	0.99292254
GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME	-1.0509464	0.8647975	-1.0703714	0.8834589
GOBP_TRANSCRIPTION_INITIATION_AT_MITOCHONDRIAL_PROMOTER	-1.0508031	0.86453515	0.63501245	0.9906073
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	-1.0503142	0.86521935	1.3684572	0.33631048
GOBP_CENTROSOME_DUPLICATION	-1.0502737	0.86467695	0.6208063	0.99144506
GOBP_CHROMOSOME_SEPARATION	-1.0496426	0.86576235	-1.3478227	0.7021857
GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	-1.0495275	0.86542094	0.6972501	0.9803593
GOBP_NCRNA_TRANSCRIPTION	-1.0493637	0.8652204	0.8174049	0.91938174
GOBP_CELLULAR_RESPIRATION	-1.0489054	0.865823	-1.7175521	0.2654189
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	-1.048763	0.8655595	1.506832	0.22977266
GOBP_ANIMAL_ORGAN_REGENERATION	-1.0484647	0.8657276	0.91762406	0.8262124
GOBP_HEME_TRANSPORT	-1.0481164	0.8660209	0.7501577	0.9587784
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	-1.0479562	0.8658176	-0.7543998	0.9961881
GOBP_REGULATION_OF_AEROBIC_RESPIRATION	-1.0478423	0.8654835	-1.0157026	0.9135723
GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	-1.0478075	0.8649308	-1.3133742	0.7255233
GOBP_PIGMENT_METABOLIC_PROCESS	-1.0470599	0.86634016	0.66672194	0.9866775
GOBP_REGULATION_OF_T_CELL_MIGRATION	-1.0467937	0.86642385	-1.0834355	0.873016
