NAME	NES_RA_DMSO	FDR_RA_DMSO	NES_RA_dTAG	FDR_RA_dTAG
GOBP_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	-1.1206105	0.65582883	-1.1381863	0.6448076
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	-1.1196705	0.6571843	-0.8377822	0.8748583
GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	-1.1195242	0.6568196	0.89481395	0.8638928
GOBP_PYRIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	-1.1192305	0.65679157	0.8437465	0.9044665
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	-1.1192073	0.6561705	-1.187478	0.60361534
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	-1.1186892	0.65661913	-1.069169	0.70082873
GOBP_VITAMIN_K_METABOLIC_PROCESS	-1.1180636	0.65725476	-0.7860945	0.9099228
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	-1.1180272	0.6566623	-0.790105	0.9090677
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	-1.1180123	0.6560304	-1.3526363	0.43063432
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	-1.1170503	0.6574266	0.67485154	0.98145413
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	-1.114455	0.66230667	-1.4835702	0.30916488
GOBP_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	-1.1143116	0.66194665	-0.88116896	0.85116404
GOBP_NADPH_REGENERATION	-1.1138281	0.66232795	-1.205994	0.5796096
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2_SIGNALING_PATHWAY	-1.1138053	0.6617101	0.7858808	0.94332004
GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	-1.1130131	0.66276634	-1.3507568	0.43104327
GOBP_POSITIVE_REGULATION_OF_TORC2_SIGNALING	-1.112733	0.66269815	-0.6641029	0.9732129
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	-1.1126894	0.6621306	-1.5295813	0.2557738
GOBP_IMP_SALVAGE	-1.111636	0.66372013	-0.9472043	0.794758
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	-1.1111846	0.66402316	0.7661991	0.95287114
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	-1.1109549	0.6638331	-1.3277543	0.45145884
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-1.1101128	0.6649808	-0.8686015	0.86163723
GOBP_ETHANOL_METABOLIC_PROCESS	-1.1093496	0.66596025	-1.1631389	0.63100576
GOBP_REGULATION_OF_SPROUTING_OF_INJURED_AXON	-1.1093364	0.6653186	-0.917589	0.8184055
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	-1.1089367	0.6655108	-0.87157696	0.8596898
GOBP_PRIMARY_ALCOHOL_CATABOLIC_PROCESS	-1.1086844	0.66539437	-1.1615742	0.63187444
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	-1.1085387	0.6650398	-0.9651416	0.7821966
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	-1.1078476	0.6658621	-0.61713564	0.9787295
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	-1.1073138	0.6663491	0.7831762	0.94394314
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI	-1.1067818	0.6668157	-0.9777989	0.7728062
GOBP_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	-1.106646	0.66645336	-0.5129008	0.98873323
GOBP_ALLANTOIN_METABOLIC_PROCESS	-1.1061382	0.66688216	-0.8595609	0.8626915
GOBP_DIENCEPHALON_MORPHOGENESIS	-1.1059557	0.6666016	0.8286378	0.91596085
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_ELONGATION	-1.105759	0.66635585	-0.9513156	0.79023534
GOBP_ETHANOL_OXIDATION	-1.1056396	0.66595584	-1.1618778	0.6329072
GOBP_ETHANOL_CATABOLIC_PROCESS	-1.1055294	0.6655317	-1.1551661	0.6348157
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	-1.1053491	0.66525894	-0.8037926	0.90094405
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	-1.1043833	0.66666347	0.89418274	0.8645049
GOBP_DEDIFFERENTIATION	-1.1039801	0.66685253	-0.93425894	0.80454636
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	-1.1034737	0.6672639	0.6784483	0.98010474
GOBP_ADULT_FEEDING_BEHAVIOR	-1.1030649	0.6674855	-0.80789495	0.89767784
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	-1.1029649	0.6670436	0.8725957	0.882666
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	-1.1018859	0.6686673	-1.4049848	0.38690585
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	-1.0991291	0.67391396	0.67014045	0.9836423
GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	-1.0989354	0.6736693	-1.0284796	0.735809
GOBP_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT	-1.0988532	0.67318636	-0.94440657	0.79456234
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	-1.0988146	0.6726127	-1.2414427	0.53942055
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	-1.0986896	0.6722111	-0.7929707	0.9086656
GOBP_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION	-1.0984291	0.67210704	0.5698046	1.0
GOBP_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	-1.0983765	0.6715558	-1.0725051	0.6977087
GOBP_RIBOSOME_DISASSEMBLY	-1.097531	0.6727208	-0.9561541	0.7857049
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	-1.0972571	0.672655	-1.2894617	0.48111254
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	-1.0954057	0.6759557	0.9785249	0.7647215
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	-1.0953941	0.6753207	-1.7508972	0.07621814
GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	-1.0950531	0.67539346	-0.7957595	0.90700626
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	-1.0947677	0.675359	1.1801889	0.47781196
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS	-1.094339	0.6756192	-1.0094228	0.75347066
GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	-1.0937586	0.67619514	0.5775873	0.99882686
GOBP_FOREBRAIN_MORPHOGENESIS	-1.0934713	0.6761659	0.87914103	0.87623954
GOBP_HEME_METABOLIC_PROCESS	-1.0928385	0.6768591	-0.7770951	0.9163437
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	-1.0926858	0.67653465	-1.3246026	0.4547791
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	-1.0921642	0.67699397	0.7145093	0.97097963
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	-1.0909158	0.67899555	0.64467233	0.9879617
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	-1.090477	0.67928517	0.60284644	0.9953714
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE_FROM_INNER_SIDE	-1.0903296	0.67895275	-1.3529558	0.43085456
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	-1.0901549	0.6786735	-1.2961057	0.473658
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION	-1.0884819	0.68159103	-1.2618039	0.51509327
GOBP_GOLGI_TO_VACUOLE_TRANSPORT	-1.0873795	0.6833072	0.36353955	1.0
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	-1.0872837	0.6828544	-1.5397213	0.24776626
GOBP_NEGATIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-1.0869973	0.68280834	-1.3599774	0.42420688
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	-1.0864005	0.6834185	0.53458333	0.9995693
GOBP_POST_TRANSCRIPTIONAL_GENE_SILENCING	-1.0863603	0.6828543	-1.0928012	0.68264425
GOBP_REGULATION_OF_MACROAUTOPHAGY	-1.0860163	0.6829332	0.5961052	0.9963482
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	-1.0856333	0.6830919	-1.3408921	0.44187322
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	-1.0855476	0.68262136	-1.0942363	0.68199635
GOBP_PROSTATIC_BUD_FORMATION	-1.0850147	0.68309945	-0.9151499	0.8203092
GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	-1.0847185	0.68307304	-1.060239	0.70484084
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	-1.0830021	0.68605703	0.6603227	0.98506236
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	-1.0809916	0.68973017	-0.789373	0.9095201
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	-1.0806603	0.6897896	-1.1317108	0.64809275
GOBP_PROLINE_IMPORT_ACROSS_PLASMA_MEMBRANE	-1.0802412	0.69003487	-1.1445462	0.64011675
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	-1.0801601	0.68955153	-1.7692416	0.0671149
GOBP_HEMOGLOBIN_METABOLIC_PROCESS	-1.0800543	0.6891303	-0.6504673	0.9742017
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	-1.0799505	0.6886947	-0.58550084	0.98323625
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	-1.0799488	0.6880472	0.56571084	1.0
GOBP_SPINDLE_LOCALIZATION	-1.0791672	0.68904054	-0.9775865	0.7717646
GOBP_POSITIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING	-1.0787234	0.6893346	-0.7646237	0.9262163
GOBP_7_METHYLGUANOSINE_RNA_CAPPING	-1.078476	0.68922645	-0.5883697	0.98305386
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	-1.0779804	0.6896287	-1.3230618	0.45469534
GOBP_POSITIVE_REGULATION_OF_OPSONIZATION	-1.0762593	0.6926512	-1.0024654	0.7572845
GOBP_CARNITINE_METABOLIC_PROCESS	-1.076172	0.6921913	0.5595799	1.0
GOBP_RESPONSE_TO_IONIZING_RADIATION	-1.0756745	0.692603	-1.1765957	0.6135932
GOBP_L_CYSTINE_TRANSPORT	-1.0754719	0.6923816	1.1036574	0.5817793
GOBP_REGULATION_OF_OPSONIZATION	-1.075155	0.69240075	-1.006125	0.7535239
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	-1.0748037	0.6924906	0.5507999	1.0
GOBP_LIVER_REGENERATION	-1.0747949	0.6918601	-1.029814	0.7337945
GOBP_SPERMATID_NUCLEUS_ELONGATION	-1.074213	0.69245535	0.8139655	0.9275016
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION	-1.0736831	0.6928978	-0.96236086	0.7841417
GOBP_HEME_BIOSYNTHETIC_PROCESS	-1.0736679	0.69228405	-0.95945436	0.7863372
GOBP_DNA_MODIFICATION	-1.072282	0.6945668	-1.1709752	0.6223806
GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT	-1.0710673	0.6964761	1.1218034	0.55575943
GOBP_PROSTHETIC_GROUP_METABOLIC_PROCESS	-1.0701163	0.6978438	-0.9129172	0.82318246
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	-1.0698165	0.69782877	0.6056382	0.9943683
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	-1.0698116	0.6971923	-1.0549964	0.70964146
GOBP_VESICLE_MEDIATED_CHOLESTEROL_TRANSPORT	-1.0695006	0.69721967	0.5332913	0.9998126
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS	-1.0694888	0.6965969	-1.0376401	0.7275252
GOBP_CONDITIONED_TASTE_AVERSION	-1.0691265	0.69670826	-0.9995452	0.7558483
GOBP_RESPONSE_TO_CAMPTOTHECIN	-1.068967	0.69639397	-0.7590674	0.9283447
GOBP_REGULATION_OF_PRE_MIRNA_PROCESSING	-1.0689064	0.6958844	-0.94017535	0.7971995
GOBP_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	-1.0686864	0.6957119	-0.86564994	0.8621281
GOBP_FIBROBLAST_PROLIFERATION	-1.0684278	0.695635	0.74493515	0.96078324
GOBP_MITOTIC_SPINDLE_ASSEMBLY	-1.0668384	0.6983375	-1.5304114	0.25686193
GOBP_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	-1.0666118	0.69817346	-1.0681962	0.70131576
GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	-1.0649614	0.701039	1.1311233	0.54375887
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	-1.0646733	0.70102763	-0.8802832	0.85069263
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	-1.0643355	0.7010963	-0.72709084	0.9467513
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION	-1.0640951	0.70095974	0.8045982	0.93249404
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	-1.063936	0.7006538	0.8346569	0.9104515
GOBP_MITOTIC_CYTOKINETIC_PROCESS	-1.0639105	0.70006335	-1.1471434	0.63868874
GOBP_DEMETHYLATION	-1.0630177	0.70130545	-1.0536969	0.7116228
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	-1.0623232	0.70215964	-0.96217644	0.7837989
GOBP_DAMP_CATABOLIC_PROCESS	-1.0620573	0.7020992	0.84586245	0.90286547
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_MEIOTIC_CELL_CYCLE	-1.0620477	0.70148003	-1.0465928	0.71951485
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	-1.0618093	0.7013383	0.72829753	0.96576905
GOBP_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION	-1.0597847	0.7049464	-0.70363843	0.96297836
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	-1.0595715	0.7047552	1.2855848	0.35187504
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	-1.0593259	0.70462227	0.859098	0.8943311
GOBP_STEM_CELL_DIVISION	-1.0590652	0.70453006	0.6950644	0.9762911
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_SINGLE_STRAND_ANNEALING	-1.0579106	0.70635206	-0.9467174	0.7942774
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	-1.0577513	0.7060437	-1.0366267	0.7272969
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	-1.0566341	0.7077876	1.2362367	0.40607572
GOBP_POSITIVE_REGULATION_OF_DNA_DEMETHYLATION	-1.056493	0.70745087	-1.3143842	0.46386704
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_FUSION	-1.0561548	0.7075299	-0.97317183	0.7777538
GOBP_REGULATION_OF_ENAMEL_MINERALIZATION	-1.0560465	0.7071227	0.91778946	0.84127253
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	-1.0549465	0.7087978	0.57941324	0.99867487
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	-1.0531889	0.7118838	-1.3948666	0.3932331
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	-1.0530635	0.71151483	-0.84295845	0.8707167
GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	-1.0528324	0.71137846	-0.82480085	0.88535076
GOBP_GDP_MANNOSE_METABOLIC_PROCESS	-1.0527104	0.71098953	-1.1997855	0.58790886
GOBP_REPLICATIVE_SENESCENCE	-1.05211	0.7116242	-0.49817243	0.98909074
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE	-1.0515565	0.71214163	0.51511717	1.0
GOBP_REGULATION_OF_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	-1.0512676	0.71210974	1.145874	0.52230227
GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	-1.0503814	0.7133359	0.9624005	0.7885293
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	-1.0501938	0.7130899	-1.1420532	0.64303505
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	-1.0499121	0.71305335	0.9879324	0.7527677
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	-1.0495781	0.7131156	-1.0714545	0.69912976
GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY	-1.0478992	0.7159917	0.91383874	0.8450261
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	-1.0476385	0.71589303	0.89319026	0.8659578
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	-1.0473125	0.7159387	-0.89577883	0.83735454
GOBP_IP_10_PRODUCTION	-1.0471092	0.7157277	-1.2724937	0.50230926
GOBP_POSITIVE_REGULATION_OF_PROTEIN_NEDDYLATION	-1.0468578	0.71562815	1.0057231	0.7286004
GOBP_PEPTIDYL_ARGININE_N_METHYLATION	-1.0465196	0.71571803	-0.9482688	0.794093
GOBP_IMMUNE_COMPLEX_CLEARANCE	-1.0449762	0.71835434	0.93898064	0.8156814
GOBP_VENTRAL_MIDLINE_DEVELOPMENT	-1.0438411	0.7201019	-1.1186061	0.66144633
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	-1.0434494	0.7202916	-1.252397	0.5294353
GOBP_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	-1.0432553	0.7200725	-0.87056434	0.86085886
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	-1.0430757	0.71982	-0.8240817	0.8858806
GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	-1.04204	0.7213907	-0.5956519	0.9851555
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	-1.0418197	0.7212259	-1.0614026	0.70549166
GOBP_RHYTHMIC_SYNAPTIC_TRANSMISSION	-1.0415071	0.72125256	1.3955106	0.2382212
GOBP_SNRNA_TRANSCRIPTION	-1.0408056	0.72207147	-1.1125026	0.66718006
GOBP_CYTOTOXIC_T_CELL_DIFFERENTIATION	-1.0399058	0.7233065	-0.62626845	0.9783644
GOBP_REGULATION_OF_CYTOTOXIC_T_CELL_DIFFERENTIATION	-1.0394484	0.7236371	-0.6265678	0.978731
GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	-1.0394342	0.72303045	-1.0659989	0.70281
GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	-1.0392927	0.72269475	-0.6632652	0.97278523
GOBP_G0_TO_G1_TRANSITION	-1.0391582	0.7223512	-1.3824034	0.40101817
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	-1.0386124	0.7228646	0.99898374	0.73732007
GOBP_POSITIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	-1.0369974	0.72563314	0.7190478	0.9689012
GOBP_RESPONSE_TO_INSECTICIDE	-1.0368782	0.7252462	1.0037314	0.7320187
GOBP_ISOCITRATE_METABOLIC_PROCESS	-1.0365392	0.72532505	-1.3652927	0.42022887
GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.0352316	0.7274448	-1.0004481	0.757677
GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT	-1.0340003	0.7294137	0.6430284	0.9882277
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	-1.0337911	0.7292188	0.51540047	1.0
GOBP_N_ACETYLNEURAMINATE_CATABOLIC_PROCESS	-1.0337113	0.7287515	1.268664	0.3695599
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	-1.0329211	0.7297754	-1.0523559	0.7128696
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	-1.032381	0.7302773	0.5263923	1.0
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	-1.0322934	0.72982883	1.2674828	0.37107584
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	-1.032172	0.72944725	-1.0272353	0.7368669
GOBP_THERMOCEPTION	-1.0318146	0.7295597	0.65065736	0.9870678
GOBP_FOREBRAIN_NEUROBLAST_DIVISION	-1.0313258	0.72995794	0.79722506	0.9358104
GOBP_OLIGOPEPTIDE_TRANSPORT	-1.0313134	0.72935253	0.5673532	1.0
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	-1.0310547	0.7292689	0.80775124	0.9313829
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	-1.030997	0.7287576	-0.9339524	0.80372864
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	-1.0302793	0.72962224	-1.2655325	0.51050305
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	-1.0302362	0.7290844	-1.3077146	0.46801496
GOBP_CYTOKINETIC_PROCESS	-1.0293121	0.730411	-1.106749	0.67302245
GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION	-1.0293049	0.7297981	-1.3018774	0.4696524
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	-1.0289404	0.7299337	-1.3451996	0.43820223
GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	-1.0288638	0.72946095	-1.0536739	0.7109138
GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	-1.0288572	0.7288478	-1.3397177	0.44257948
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	-1.0288494	0.7282405	0.51498765	1.0
GOBP_RESPONSE_TO_ZINC_ION	-1.0278698	0.7296451	0.9496854	0.80263644
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	-1.0253024	0.7344369	-0.7113317	0.9553059
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	-1.0252439	0.7339306	0.86598915	0.8878461
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	-1.0242378	0.7353899	-1.0109079	0.7526785
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	-1.0235653	0.73614365	-0.9996628	0.7570854
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE	-1.0224106	0.73793226	0.85550594	0.89786
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	-1.0219495	0.7382707	0.7445157	0.96087986
GOBP_CELLULAR_RESPONSE_TO_VIRUS	-1.0211662	0.73925704	0.59171677	0.9961818
GOBP_OLIGOPEPTIDE_IMPORT_ACROSS_PLASMA_MEMBRANE	-1.0208869	0.73920923	1.0582652	0.6478094
GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	-1.0207324	0.7388989	-0.77244157	0.91929513
GOBP_SYNAPTIC_VESICLE_UNCOATING	-1.0199684	0.73984605	-1.0947243	0.68176585
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING	-1.0192633	0.7406811	-0.83066195	0.882232
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE	-1.0189564	0.7406952	-1.3686386	0.42036033
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	-1.0187836	0.74041045	-0.91040385	0.82658297
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	-1.0183423	0.74071485	-1.26	0.5173066
GOBP_CENTRIOLE_ELONGATION	-1.0178145	0.74119425	-0.8633657	0.86276704
GOBP_INTERLEUKIN_8_PRODUCTION	-1.0172663	0.74171764	0.7486462	0.9594522
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	-1.0172324	0.7411631	0.73749375	0.96310085
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	-1.0162443	0.74261594	0.9898985	0.75030875
GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	-1.0162357	0.742008	-0.85130394	0.8650281
GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	-1.0157492	0.74240744	-0.8290002	0.88234866
GOBP_CELL_MIGRATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	-1.0154471	0.74240327	0.69706434	0.97627294
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	-1.0152893	0.7421188	-1.010524	0.75270194
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	-1.015254	0.7415685	-0.9408103	0.7973648
GOBP_HOST_MEDIATED_REGULATION_OF_INTESTINAL_MICROBIOTA_COMPOSITION	-1.0151192	0.74122345	0.79395485	0.93748957
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	-1.0147394	0.74140906	-1.223281	0.5591673
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	-1.0143235	0.74165183	-1.3055623	0.4676374
GOBP_PODOCYTE_CELL_MIGRATION	-1.0135753	0.74259484	-0.85059005	0.86423093
